Store Key,Product Key,Adjustment Date,Adjustment Quantity,Adjustment Reason
819,981,2022-08-18,-6,Cycle Count Correction
71,188,2025-08-03,-2,Theft
909,887,2021-08-22,-5,Theft
531,486,2023-04-27,-4,Damage
305,246,2023-03-11,-9,Expiration
500,512,2022-01-21,-4,Cycle Count Correction
589,870,2023-07-11,-4,Theft
949,200,2023-11-08,-2,Theft
725,283,2023-08-09,-12,Theft
589,165,2025-07-19,-4,Damage
212,180,2024-08-05,-14,Cycle Count Correction
464,618,2021-11-21,6,Cycle Count Correction
115,300,2024-09-24,-11,Damage
821,868,2023-05-13,-11,Theft
525,1067,2023-12-09,-7,Damage
19,163,2025-02-20,-6,Damage
795,416,2025-07-11,-3,Damage
302,958,2022-09-18,-11,Theft
858,19,2023-04-08,-11,Theft
288,1032,2022-09-23,-2,Theft
56,917,2024-09-26,-12,Damage
960,226,2024-06-16,-2,Cycle Count Correction
36,623,2022-05-07,-6,Theft
241,1080,2025-06-04,-11,Expiration
115,741,2021-11-02,-14,Damage
122,1031,2024-07-15,-12,Other
544,112,2024-07-16,-11,Theft
394,3,2023-11-06,-5,Theft
464,336,2023-09-29,3,Cycle Count Correction
209,795,2024-08-08,-3,Theft
359,470,2023-06-28,-7,Cycle Count Correction
355,69,2024-02-16,-1,Damage
641,609,2025-09-04,-1,Other
801,913,2023-10-28,-4,Expiration
326,1089,2023-12-14,4,Cycle Count Correction
375,667,2023-10-18,-5,Theft
831,524,2023-12-09,-14,Theft
657,883,2025-02-10,-11,Theft
888,324,2025-09-26,-1,Damage
222,747,2025-05-29,-4,Cycle Count Correction
316,966,2025-01-30,-6,Theft
192,1029,2024-09-06,-10,Theft
6,942,2024-12-04,-1,Other
314,799,2022-07-19,-12,Damage
170,993,2023-08-15,-4,Theft
222,452,2021-08-27,-11,Damage
400,1082,2024-10-25,-8,Damage
182,183,2024-11-16,-8,Theft
367,392,2023-11-12,-7,Cycle Count Correction
67,690,2022-01-06,-2,Damage
911,933,2025-06-29,1,Cycle Count Correction
118,1069,2022-05-06,-7,Expiration
438,368,2024-12-19,-1,Expiration
302,55,2022-07-06,-12,Theft
557,525,2025-06-24,-13,Damage
402,525,2023-01-27,-11,Theft
102,973,2023-12-14,-2,Theft
89,785,2023-05-13,12,Cycle Count Correction
89,823,2024-03-18,-1,Theft
550,107,2023-04-08,-12,Theft
898,237,2023-01-04,-4,Theft
199,260,2022-09-14,-6,Damage
571,828,2025-03-07,-8,Expiration
870,478,2024-04-25,-2,Theft
212,420,2025-02-08,-2,Cycle Count Correction
56,645,2023-07-30,-7,Cycle Count Correction
527,130,2021-08-29,-12,Theft
409,278,2022-09-14,-6,Cycle Count Correction
334,90,2025-08-26,-11,Cycle Count Correction
945,1068,2022-08-04,-1,Theft
641,885,2025-01-12,-13,Damage
992,403,2024-10-03,-5,Expiration
443,442,2024-05-02,-13,Damage
908,774,2025-09-10,-7,Other
170,714,2021-08-21,-2,Theft
630,155,2022-07-26,-14,Other
813,981,2024-07-13,-3,Theft
734,704,2023-08-31,-6,Damage
973,103,2022-06-13,-14,Cycle Count Correction
981,837,2024-02-13,-14,Theft
578,519,2025-03-07,-11,Theft
204,538,2023-04-15,-2,Theft
267,1055,2024-07-28,-8,Theft
909,259,2023-02-01,-10,Cycle Count Correction
571,441,2025-06-08,-10,Expiration
611,577,2024-05-28,-3,Other
438,356,2022-07-29,-14,Damage
801,62,2023-01-09,-12,Theft
866,113,2024-01-26,-12,Theft
617,476,2022-05-07,-5,Damage
571,129,2025-04-23,-8,Theft
6,209,2025-01-15,-7,Damage
537,868,2022-11-02,-9,Theft
201,350,2024-10-30,-14,Theft
613,319,2023-03-03,-5,Theft
734,528,2024-11-30,-4,Damage
56,376,2023-12-28,-8,Theft
768,607,2022-06-17,-1,Damage
326,467,2023-05-05,-1,Cycle Count Correction
898,270,2022-08-30,-1,Theft
436,414,2023-09-08,-1,Theft
960,244,2022-10-04,-2,Damage
642,70,2024-02-01,-2,Damage
341,721,2024-05-08,-12,Cycle Count Correction
332,338,2024-09-30,-7,Expiration
922,455,2022-01-24,13,Cycle Count Correction
27,969,2024-11-09,-2,Theft
801,130,2023-07-08,-2,Damage
882,485,2025-02-03,-5,Theft
270,856,2025-08-26,-2,Damage
942,407,2024-07-26,-2,Expiration
945,946,2025-09-22,10,Cycle Count Correction
327,973,2023-02-14,-13,Damage
603,227,2023-04-08,-7,Damage
500,712,2021-09-27,-2,Damage
893,53,2022-10-15,-7,Expiration
788,895,2024-01-02,-2,Cycle Count Correction
869,39,2022-10-12,-1,Theft
932,700,2025-04-09,13,Cycle Count Correction
670,72,2023-11-12,-10,Damage
589,963,2023-09-05,-14,Cycle Count Correction
544,602,2021-10-25,-3,Theft
889,698,2023-06-07,10,Cycle Count Correction
713,244,2022-01-28,4,Cycle Count Correction
281,699,2025-05-15,-11,Damage
502,781,2023-09-18,-13,Theft
182,926,2024-10-06,-4,Cycle Count Correction
525,484,2024-10-22,-12,Damage
973,1038,2024-11-09,-10,Damage
669,451,2024-10-20,-12,Damage
801,1031,2024-11-25,-2,Theft
669,1073,2022-05-10,8,Cycle Count Correction
227,752,2022-08-21,-14,Theft
464,627,2023-08-29,-9,Theft
455,789,2021-10-18,-6,Expiration
425,260,2024-06-05,-2,Theft
204,658,2025-02-05,-9,Other
799,62,2022-07-05,-7,Cycle Count Correction
16,1026,2023-11-02,-14,Theft
267,597,2023-02-02,-3,Theft
209,525,2021-11-18,-11,Theft
438,43,2024-09-26,1,Cycle Count Correction
659,293,2022-12-06,-3,Theft
332,87,2025-09-29,-6,Damage
118,868,2024-09-09,-2,Damage
790,817,2024-09-03,-14,Theft
984,706,2024-04-15,-11,Theft
409,330,2022-12-24,-4,Cycle Count Correction
332,632,2022-05-18,-9,Theft
909,209,2022-06-14,-1,Theft
550,708,2021-12-17,-5,Theft
314,1090,2021-11-20,-5,Damage
670,774,2022-05-14,-10,Theft
795,603,2021-12-23,-11,Theft
285,953,2024-06-27,10,Cycle Count Correction
866,585,2025-10-10,-14,Expiration
404,892,2025-10-05,-7,Theft
902,261,2025-08-28,-10,Cycle Count Correction
799,274,2022-05-17,-4,Expiration
814,242,2023-09-27,-2,Cycle Count Correction
882,605,2025-08-23,-6,Theft
647,644,2023-08-18,-14,Damage
725,103,2021-12-13,-1,Theft
332,1086,2024-08-31,-2,Theft
888,671,2021-09-07,-7,Cycle Count Correction
12,515,2022-01-22,2,Cycle Count Correction
555,370,2023-01-08,1,Cycle Count Correction
324,910,2024-05-19,-2,Theft
717,405,2023-10-01,-8,Theft
250,426,2022-10-14,-9,Expiration
409,142,2024-06-24,-5,Theft
945,499,2022-05-04,-8,Damage
942,229,2022-11-25,-6,Theft
199,483,2022-05-03,-7,Expiration
84,298,2023-12-06,-7,Theft
473,691,2022-09-15,-11,Expiration
303,958,2024-08-14,-14,Cycle Count Correction
58,181,2023-06-09,-7,Expiration
945,826,2022-01-21,-5,Expiration
725,752,2023-12-23,-10,Cycle Count Correction
882,394,2023-10-13,-6,Expiration
576,39,2024-01-06,-13,Theft
491,175,2024-02-29,-4,Damage
550,871,2022-01-12,-2,Theft
925,864,2023-08-14,-7,Cycle Count Correction
39,642,2023-10-27,-9,Expiration
669,554,2024-02-28,-12,Expiration
809,1090,2024-10-15,-7,Cycle Count Correction
402,459,2024-11-27,-9,Theft
911,482,2024-05-14,-6,Theft
450,673,2021-10-12,-11,Theft
819,948,2024-10-30,-3,Theft
199,398,2025-07-24,-5,Theft
9999,1032,2024-09-22,-8,Theft
267,626,2024-11-19,-4,Expiration
118,1077,2024-05-28,-2,Expiration
33,273,2025-02-12,-11,Damage
741,642,2024-12-09,-10,Theft
925,553,2025-01-21,-1,Damage
847,710,2023-05-08,-9,Damage
523,696,2023-08-02,-2,Theft
500,532,2025-06-08,-10,Expiration
902,955,2024-07-15,-6,Damage
227,192,2024-03-31,-8,Damage
763,836,2024-07-20,-7,Other
302,853,2023-09-02,-11,Damage
766,918,2023-08-03,-14,Expiration
402,520,2024-07-10,-8,Other
958,978,2023-08-16,-2,Cycle Count Correction
647,851,2023-01-27,-7,Other
222,946,2025-05-15,-1,Theft
611,4,2024-07-11,-6,Theft
674,776,2023-07-03,-2,Theft
611,593,2021-11-26,-10,Other
537,1047,2024-07-06,-3,Theft
327,466,2025-06-28,-12,Other
523,20,2025-03-20,-4,Theft
375,504,2022-09-09,-2,Damage
571,981,2023-08-02,-5,Expiration
758,732,2024-11-11,-14,Cycle Count Correction
34,378,2024-11-17,-9,Theft
966,248,2022-06-29,-10,Theft
613,304,2023-01-22,-12,Damage
909,253,2022-12-30,-7,Theft
642,349,2022-12-23,-7,Theft
768,657,2024-08-20,-1,Cycle Count Correction
814,27,2021-09-11,-11,Damage
979,551,2022-04-29,4,Cycle Count Correction
664,804,2024-03-15,-4,Theft
375,1048,2024-02-29,-10,Damage
885,687,2022-11-28,-7,Expiration
199,97,2024-04-25,-4,Expiration
250,1033,2024-02-10,-10,Expiration
527,702,2021-12-27,-3,Expiration
942,86,2024-01-29,-9,Theft
898,221,2025-03-13,-6,Theft
768,990,2025-05-07,-11,Damage
821,702,2023-06-22,-10,Damage
889,128,2023-11-03,9,Cycle Count Correction
858,192,2024-02-08,-3,Theft
222,721,2022-01-23,-9,Other
719,881,2023-10-24,-8,Theft
33,626,2024-08-07,-3,Damage
122,86,2022-07-24,-14,Expiration
852,255,2025-03-16,-2,Other
908,650,2022-07-02,-4,Theft
19,279,2025-04-14,3,Cycle Count Correction
845,19,2023-03-30,-6,Theft
164,20,2025-07-30,-14,Theft
321,186,2023-05-18,-13,Cycle Count Correction
498,403,2023-08-25,-10,Cycle Count Correction
200,293,2021-09-11,-1,Damage
630,131,2025-05-05,-14,Expiration
984,99,2024-12-13,-3,Cycle Count Correction
440,519,2024-01-03,-4,Damage
557,509,2022-10-17,-7,Theft
669,847,2023-12-30,-10,Cycle Count Correction
200,85,2022-12-27,-10,Damage
508,649,2024-10-02,-1,Theft
942,354,2024-10-10,-10,Expiration
58,529,2025-06-29,-4,Cycle Count Correction
615,1067,2021-12-29,-6,Theft
870,646,2022-08-30,-13,Theft
801,371,2022-03-20,-14,Expiration
24,699,2023-04-15,-4,Damage
801,217,2021-10-24,-12,Damage
316,961,2024-12-16,9,Cycle Count Correction
177,308,2022-09-27,-4,Theft
318,344,2023-04-15,-3,Damage
642,1031,2022-06-16,-2,Damage
717,426,2023-03-24,-5,Theft
813,609,2022-11-06,-5,Theft
790,623,2023-06-18,-13,Expiration
594,698,2023-05-22,-9,Expiration
303,951,2024-10-13,-13,Theft
537,335,2023-11-04,-12,Expiration
561,703,2022-04-02,-6,Theft
39,762,2022-07-19,-9,Damage
296,262,2024-03-10,-7,Theft
642,42,2023-11-05,-11,Damage
367,341,2024-02-11,-6,Theft
314,544,2025-10-12,-7,Theft
404,194,2025-05-17,-1,Cycle Count Correction
814,61,2023-07-21,-2,Theft
96,1080,2025-03-29,-3,Theft
71,591,2023-09-22,-4,Cycle Count Correction
866,185,2025-10-14,-1,Cycle Count Correction
71,773,2023-03-22,-5,Damage
8,88,2023-07-27,12,Cycle Count Correction
96,1023,2023-06-17,-1,Cycle Count Correction
305,838,2025-07-28,-10,Damage
89,663,2022-06-02,-8,Theft
359,513,2023-08-09,-7,Expiration
89,688,2024-04-23,-5,Theft
8,745,2023-08-29,-11,Other
24,980,2023-10-16,-5,Theft
674,575,2022-08-31,-6,Theft
591,463,2024-10-28,-7,Theft
199,18,2024-07-14,-4,Theft
332,21,2025-10-13,-8,Theft
617,55,2024-04-22,-14,Theft
966,396,2022-04-06,-6,Damage
741,808,2022-03-30,3,Cycle Count Correction
288,1072,2023-05-25,-8,Theft
889,435,2023-03-22,-14,Theft
766,302,2025-09-04,-8,Theft
326,329,2024-05-03,-11,Theft
966,543,2022-04-25,-10,Damage
615,1074,2021-11-09,-2,Other
942,377,2022-11-06,-14,Damage
303,139,2024-12-22,-1,Theft
670,189,2024-04-30,-10,Other
895,376,2024-09-06,-7,Theft
550,45,2023-04-09,-6,Damage
178,1067,2025-05-25,-14,Theft
6,945,2023-12-27,-9,Expiration
942,1062,2022-09-09,-13,Theft
473,718,2024-10-17,-11,Cycle Count Correction
992,215,2023-07-11,-14,Damage
664,35,2021-11-21,-4,Theft
819,86,2023-03-31,-6,Theft
303,1037,2023-05-23,-13,Expiration
705,673,2022-03-23,-10,Theft
544,224,2023-09-24,-5,Other
285,368,2024-09-24,-7,Theft
270,353,2023-02-11,-10,Cycle Count Correction
575,558,2024-06-07,-13,Cycle Count Correction
83,583,2021-10-15,-12,Theft
973,153,2024-12-20,-2,Expiration
9999,906,2022-06-06,-5,Theft
394,1009,2021-10-17,-14,Theft
617,931,2025-10-10,-1,Other
39,606,2022-01-01,-7,Damage
557,637,2024-02-25,-11,Theft
34,28,2025-02-20,-14,Cycle Count Correction
979,916,2025-05-20,-11,Damage
809,334,2024-05-19,-12,Cycle Count Correction
102,1019,2022-05-14,-12,Damage
326,719,2025-08-25,-8,Theft
908,547,2024-11-27,-13,Cycle Count Correction
67,166,2024-07-29,5,Cycle Count Correction
790,930,2025-10-04,5,Cycle Count Correction
326,455,2023-06-13,-5,Damage
288,1062,2025-04-04,-4,Cycle Count Correction
945,451,2022-02-11,-13,Theft
674,142,2022-12-25,-5,Theft
455,667,2023-01-05,-11,Damage
96,245,2023-10-16,13,Cycle Count Correction
909,99,2023-12-12,-9,Damage
945,400,2022-08-16,-8,Theft
589,770,2025-08-01,-4,Theft
895,224,2022-07-03,-9,Other
893,300,2023-11-25,8,Cycle Count Correction
450,743,2022-08-22,-11,Expiration
67,581,2023-10-09,-10,Cycle Count Correction
334,489,2025-08-22,8,Cycle Count Correction
170,362,2023-08-02,-13,Damage
973,575,2023-08-20,-1,Damage
491,229,2023-10-17,-5,Expiration
324,739,2023-10-18,-6,Cycle Count Correction
321,115,2025-02-08,-11,Expiration
227,517,2025-07-01,-7,Expiration
450,882,2021-09-27,-2,Damage
758,342,2022-08-01,-5,Cycle Count Correction
21,532,2023-11-22,-1,Damage
659,1029,2023-06-14,-3,Other
6,928,2024-12-07,-7,Damage
149,798,2024-12-26,-11,Theft
922,123,2024-07-07,-7,Cycle Count Correction
659,921,2022-03-24,-4,Damage
531,383,2023-08-15,-10,Cycle Count Correction
815,374,2024-02-26,4,Cycle Count Correction
664,653,2024-03-12,5,Cycle Count Correction
649,88,2023-05-11,-3,Theft
770,327,2021-08-24,-9,Expiration
845,1044,2024-01-18,-11,Damage
705,1052,2022-12-14,-8,Theft
367,312,2022-04-03,-4,Theft
925,809,2022-02-02,-11,Theft
561,626,2023-12-03,-10,Damage
96,725,2023-06-15,-5,Theft
611,845,2022-12-12,-14,Theft
318,414,2022-07-15,-5,Theft
869,392,2025-05-04,-8,Expiration
527,248,2022-06-27,-13,Theft
324,941,2024-07-14,-7,Damage
571,157,2023-02-05,-6,Theft
96,96,2023-02-15,-5,Theft
763,844,2025-10-02,-11,Theft
942,925,2024-05-02,-10,Other
630,531,2022-12-11,-5,Expiration
8,879,2022-04-21,-7,Theft
981,372,2024-08-14,-13,Theft
241,750,2025-01-28,-1,Theft
571,130,2023-04-16,-6,Theft
16,309,2022-05-26,-1,Expiration
649,700,2021-12-02,-7,Theft
625,531,2024-11-06,-6,Damage
926,981,2023-06-23,-5,Expiration
50,875,2022-04-30,-2,Expiration
118,953,2023-09-20,-12,Damage
305,978,2025-05-23,-6,Expiration
893,797,2024-11-13,10,Cycle Count Correction
661,568,2022-01-04,-10,Expiration
409,843,2023-08-21,-4,Damage
281,340,2023-07-11,-3,Theft
102,904,2021-10-31,-3,Expiration
450,507,2023-07-07,-2,Damage
332,730,2023-12-31,-12,Theft
741,207,2022-09-17,-5,Cycle Count Correction
538,447,2022-06-11,-6,Theft
212,978,2021-10-05,1,Cycle Count Correction
819,954,2021-11-12,13,Cycle Count Correction
36,905,2024-04-07,8,Cycle Count Correction
250,1005,2021-12-17,-9,Theft
576,358,2024-10-16,-12,Cycle Count Correction
831,655,2025-03-13,-4,Expiration
212,1006,2023-12-29,-8,Theft
537,917,2024-12-19,-4,Damage
491,930,2023-03-04,-7,Other
741,479,2024-09-14,-5,Damage
870,335,2022-09-25,-9,Damage
897,854,2022-05-27,8,Cycle Count Correction
717,789,2024-04-09,-3,Theft
912,201,2024-03-13,-4,Theft
611,654,2023-01-27,-2,Expiration
525,1095,2023-11-02,-2,Theft
611,721,2022-05-31,-10,Damage
375,993,2024-10-29,-13,Damage
227,337,2021-12-03,-9,Damage
611,1055,2025-05-14,-10,Theft
790,742,2022-07-29,-12,Theft
500,35,2022-07-21,-13,Theft
303,1087,2022-09-26,-12,Theft
885,712,2022-10-07,-2,Expiration
305,1049,2025-08-07,-4,Theft
360,62,2023-02-14,-4,Damage
473,83,2023-01-23,4,Cycle Count Correction
39,457,2022-12-30,-13,Theft
425,173,2022-11-20,-10,Expiration
302,1023,2022-06-02,3,Cycle Count Correction
717,101,2023-10-31,-4,Other
184,617,2024-08-13,-2,Theft
115,824,2021-11-25,-4,Theft
555,520,2024-10-15,-9,Theft
96,901,2024-11-18,-11,Theft
674,506,2022-07-02,-3,Expiration
367,414,2022-09-12,-9,Cycle Count Correction
209,533,2023-10-11,-5,Theft
630,986,2024-06-01,-8,Damage
717,17,2021-10-13,-5,Theft
34,1046,2024-01-27,-6,Damage
36,671,2022-01-13,-12,Damage
926,581,2024-02-24,-4,Cycle Count Correction
713,1057,2023-10-20,-11,Expiration
561,994,2023-09-24,-2,Expiration
866,918,2024-02-05,2,Cycle Count Correction
464,88,2024-08-03,-12,Damage
39,135,2021-09-18,-14,Damage
118,1095,2021-09-10,-8,Damage
222,115,2021-12-22,-13,Other
847,1075,2023-12-30,-5,Other
958,208,2021-10-05,-6,Expiration
326,645,2024-08-28,-13,Theft
314,222,2024-02-29,-9,Theft
984,676,2025-04-13,-12,Cycle Count Correction
603,730,2023-12-03,-7,Cycle Count Correction
170,809,2023-09-09,3,Cycle Count Correction
115,593,2023-12-26,-6,Theft
818,864,2025-07-14,-9,Cycle Count Correction
149,1031,2023-09-19,-5,Damage
404,225,2022-08-01,-9,Expiration
571,774,2024-04-11,-5,Damage
561,776,2025-02-14,-14,Theft
960,418,2023-10-23,-9,Cycle Count Correction
21,7,2024-11-13,-4,Cycle Count Correction
102,970,2025-05-08,-1,Damage
889,424,2022-05-25,-13,Theft
84,639,2023-11-21,-7,Expiration
34,240,2022-06-19,-7,Other
537,76,2025-10-03,-6,Cycle Count Correction
498,789,2024-08-10,-7,Expiration
847,786,2024-05-22,-6,Theft
302,801,2021-11-18,-12,Damage
713,188,2023-11-07,-13,Cycle Count Correction
50,438,2024-06-10,6,Cycle Count Correction
241,39,2022-01-21,-11,Theft
870,116,2021-09-22,-7,Damage
613,256,2023-12-24,-8,Theft
898,613,2023-12-15,1,Cycle Count Correction
973,107,2025-07-04,-12,Theft
296,509,2022-04-20,-11,Theft
164,393,2022-10-15,-2,Damage
56,332,2024-05-12,-14,Other
584,522,2025-04-14,-12,Theft
527,1069,2024-02-12,-14,Expiration
334,790,2022-08-02,-12,Damage
164,878,2023-12-29,4,Cycle Count Correction
790,82,2024-01-05,-12,Expiration
795,547,2024-09-30,-14,Theft
400,290,2023-09-18,-3,Theft
550,993,2024-02-02,-1,Theft
491,862,2022-03-17,-12,Theft
719,717,2023-07-11,-5,Expiration
815,611,2023-08-11,-3,Damage
316,601,2022-10-05,-11,Cycle Count Correction
324,83,2023-12-22,-8,Damage
594,635,2023-11-26,-6,Expiration
523,84,2024-09-29,-5,Damage
303,200,2025-09-04,-3,Cycle Count Correction
500,232,2023-11-07,-5,Theft
523,715,2024-04-18,-10,Expiration
821,995,2025-01-27,-11,Theft
922,382,2024-05-02,-4,Theft
874,857,2021-12-07,-2,Theft
770,145,2023-11-22,10,Cycle Count Correction
713,674,2024-07-18,7,Cycle Count Correction
801,199,2023-05-09,-12,Damage
531,983,2021-09-22,-12,Cycle Count Correction
603,783,2025-06-20,-12,Expiration
603,244,2023-07-04,-1,Expiration
400,627,2025-06-30,-5,Expiration
375,253,2022-06-03,-2,Theft
932,262,2023-11-02,-3,Theft
9999,570,2023-10-12,-8,Damage
869,563,2024-03-03,-10,Cycle Count Correction
36,817,2023-04-20,-2,Theft
177,838,2025-09-01,-10,Cycle Count Correction
108,488,2022-07-14,10,Cycle Count Correction
649,611,2024-02-18,-12,Damage
788,705,2025-08-13,-3,Theft
332,361,2023-05-27,-7,Damage
250,748,2023-01-06,-10,Expiration
932,150,2021-09-20,-13,Cycle Count Correction
561,877,2023-06-15,-3,Damage
527,1012,2025-07-01,-9,Damage
932,412,2022-08-29,-4,Theft
21,305,2022-04-12,-5,Theft
603,1060,2024-03-15,-14,Expiration
874,801,2024-05-11,-3,Theft
898,157,2025-09-08,-7,Theft
84,1000,2024-01-02,-6,Theft
557,1039,2022-02-06,-5,Theft
625,236,2025-08-02,-3,Theft
285,1093,2021-12-01,-13,Theft
50,576,2022-03-15,-9,Theft
122,1029,2023-11-25,-11,Cycle Count Correction
847,1072,2024-03-07,-11,Damage
122,836,2022-06-21,-14,Other
591,904,2024-04-02,-10,Theft
341,840,2021-12-27,-3,Expiration
911,812,2023-03-09,-7,Theft
725,888,2022-08-06,-13,Theft
89,52,2024-10-23,-2,Theft
818,16,2025-06-05,-7,Theft
182,556,2023-03-18,-9,Cycle Count Correction
302,1031,2024-11-13,-8,Theft
118,115,2022-12-19,-8,Damage
958,523,2021-12-14,-5,Theft
544,1052,2022-08-07,-2,Theft
129,1044,2025-07-29,-9,Theft
766,622,2024-07-06,-14,Damage
149,1082,2022-06-11,-9,Theft
24,1091,2022-10-05,-10,Theft
973,835,2023-08-01,-9,Theft
784,924,2024-04-01,-7,Cycle Count Correction
819,337,2022-02-07,-10,Damage
909,303,2022-03-17,-14,Theft
561,121,2024-05-21,-13,Expiration
84,728,2023-03-02,-3,Expiration
178,208,2024-10-23,-1,Damage
8,211,2024-10-03,-2,Cycle Count Correction
949,727,2023-05-09,-2,Other
67,157,2024-05-28,-8,Expiration
212,433,2021-12-10,-2,Expiration
705,719,2022-05-11,-3,Cycle Count Correction
898,943,2024-10-06,-11,Damage
705,723,2024-03-31,-12,Damage
199,333,2023-09-27,-8,Theft
888,39,2022-09-02,-12,Theft
438,1031,2022-05-04,5,Cycle Count Correction
200,690,2022-06-17,-10,Theft
473,394,2022-04-13,-13,Other
893,959,2025-08-30,-5,Theft
8,135,2022-06-08,-4,Damage
108,839,2023-04-06,-6,Theft
89,237,2023-09-26,-8,Theft
610,112,2024-07-01,-6,Cycle Count Correction
589,585,2022-03-30,-1,Other
763,760,2023-10-01,-11,Damage
502,460,2022-02-26,-2,Damage
178,93,2025-03-28,-5,Theft
19,740,2025-06-27,-8,Damage
674,1018,2021-08-25,10,Cycle Count Correction
250,600,2025-07-19,-9,Damage
819,4,2024-05-06,-10,Other
591,723,2024-12-02,-13,Expiration
981,548,2022-06-10,-2,Damage
911,63,2022-03-10,-5,Theft
831,1044,2024-04-25,-8,Theft
359,1009,2025-04-12,-13,Cycle Count Correction
674,819,2025-05-08,-10,Theft
305,906,2023-08-10,-3,Theft
341,17,2024-02-19,-5,Damage
819,615,2025-05-29,2,Cycle Count Correction
670,875,2025-07-18,-12,Cycle Count Correction
874,219,2021-12-23,10,Cycle Count Correction
814,87,2023-02-18,-8,Damage
70,859,2024-03-12,-12,Expiration
305,125,2022-02-18,-2,Damage
615,906,2023-12-25,-11,Damage
641,606,2023-12-12,-12,Expiration
404,547,2024-06-15,-2,Damage
908,618,2023-08-20,-13,Damage
118,176,2022-09-21,-6,Cycle Count Correction
537,311,2025-07-28,-14,Damage
19,894,2023-12-19,-12,Theft
942,26,2024-05-28,-9,Theft
613,1037,2022-07-03,-9,Damage
801,167,2024-08-23,-9,Damage
254,64,2022-09-09,-7,Theft
538,21,2023-02-19,14,Cycle Count Correction
610,694,2025-09-21,-9,Theft
383,199,2022-10-27,-6,Damage
625,58,2024-06-27,-2,Cycle Count Correction
27,855,2025-07-21,-12,Theft
557,844,2025-04-20,-13,Theft
39,565,2025-03-04,-11,Theft
617,201,2022-04-24,-14,Theft
902,975,2024-07-30,-14,Theft
578,358,2025-01-22,13,Cycle Count Correction
801,416,2025-07-23,-8,Theft
874,354,2023-07-22,-14,Other
129,734,2024-09-25,-3,Expiration
960,405,2024-07-10,-13,Theft
818,700,2022-11-30,-8,Other
550,334,2023-07-20,-1,Theft
647,516,2022-05-27,7,Cycle Count Correction
241,259,2021-11-03,-11,Theft
831,57,2022-10-22,-12,Theft
888,373,2021-09-02,-2,Damage
314,1070,2025-03-02,-10,Theft
647,890,2022-07-23,-5,Theft
67,768,2022-10-05,-3,Damage
254,569,2023-07-21,-10,Theft
734,795,2023-04-18,-5,Expiration
178,59,2022-05-20,-9,Damage
341,226,2024-03-27,-3,Expiration
809,443,2025-04-08,-2,Theft
302,926,2021-10-27,-10,Expiration
102,369,2022-01-19,-14,Damage
199,10,2023-05-03,-1,Expiration
247,72,2025-06-08,-6,Theft
979,730,2022-10-16,-3,Theft
199,921,2023-02-12,-3,Theft
687,906,2022-04-16,-14,Theft
178,298,2021-12-05,-1,Theft
209,880,2022-04-18,-11,Theft
819,296,2024-12-25,-7,Theft
895,428,2024-06-05,-8,Cycle Count Correction
332,286,2023-01-13,-6,Expiration
958,683,2025-05-30,-8,Damage
6,898,2023-04-21,-11,Damage
417,487,2022-12-02,-2,Expiration
657,953,2024-01-04,-7,Damage
