Return ID,Order Number,Product Key,Return Date,Return Quantity,Refund Amount,Return Reason,Restocked
470,1021,685,2024-10-18,1,239.16,Wrong Size/Fit,Y
471,1024,157,2024-10-13,2,333.22,Defective/Damaged,N
472,1024,1018,2024-10-14,1,103.36,Changed Mind,Y
473,1025,825,2024-11-06,1,202.5,Changed Mind,Y
474,1027,264,2024-11-18,1,96.6,Better Price Found,N
475,1027,264,2024-11-21,2,193.2,Changed Mind,Y
476,1027,1066,2024-11-05,1,117.28,Not As Described,Y
477,1028,345,2024-11-08,2,174.92,Changed Mind,Y
478,1029,18,2024-11-23,2,147.85,Defective/Damaged,N
479,1030,544,2024-12-11,2,128.14,Changed Mind,Y
480,1032,560,2024-12-20,1,81.94,Changed Mind,Y
481,1033,819,2024-12-31,1,398.38,Not As Described,Y
482,1034,686,2025-01-04,1,137.86,Changed Mind,Y
483,1037,27,2025-01-16,1,353.12,Changed Mind,Y
484,1038,1066,2025-01-22,1,117.27,Other,Y
485,1042,576,2025-02-21,1,82.5,Changed Mind,Y
486,1042,585,2025-03-06,1,60.0,Changed Mind,Y
487,1046,46,2025-04-06,1,95.11,Not As Described,Y
488,1047,855,2025-03-30,2,99.36,Defective/Damaged,N
489,1052,9,2025-04-30,1,71.1,Other,Y
490,1055,1079,2025-05-24,1,120.0,Wrong Size/Fit,Y
491,1057,459,2025-06-08,1,318.8,Defective/Damaged,N
492,1064,1077,2025-08-10,1,108.4,Other,Y
493,1067,992,2025-08-28,2,197.38,Changed Mind,Y
494,1071,407,2025-10-05,1,31.35,Wrong Size/Fit,Y
495,1074,554,2025-10-10,1,325.18,Defective/Damaged,N
496,1076,417,2025-10-18,1,23.0,Wrong Size/Fit,Y
497,1091,85,2022-10-10,1,203.98,Better Price Found,N
498,1093,921,2022-12-18,1,101.17,Defective/Damaged,N
499,1095,253,2023-01-22,2,77.52,Changed Mind,Y
500,1099,630,2023-05-20,2,128.1,Changed Mind,Y
501,1099,765,2023-05-13,1,73.4,Not As Described,Y
502,1104,903,2023-11-10,2,47.2,Wrong Size/Fit,Y
503,1106,111,2024-01-17,1,31.88,Not As Described,Y
504,1110,647,2024-04-29,1,52.61,Better Price Found,Y
505,1111,490,2024-05-19,1,128.43,Wrong Size/Fit,Y
506,1113,718,2024-08-04,2,67.32,Defective/Damaged,N
507,1113,831,2024-07-27,1,142.0,Wrong Size/Fit,Y
508,1114,607,2024-07-31,1,109.69,Not As Described,Y
509,1115,61,2024-09-05,1,81.87,Changed Mind,Y
510,1116,597,2024-10-03,1,782.08,Defective/Damaged,N
511,1118,897,2024-11-28,1,92.08,Other,Y
512,1119,59,2025-01-16,1,157.09,Wrong Size/Fit,Y
513,1120,221,2025-02-10,1,107.6,Wrong Size/Fit,Y
514,1121,384,2025-02-26,1,299.32,Not As Described,Y
515,1122,684,2025-03-25,1,51.3,Wrong Size/Fit,Y
516,1125,579,2025-06-07,1,504.97,Other,Y
517,1128,943,2025-10-06,1,367.38,Changed Mind,Y
518,1129,464,2021-09-24,1,1069.06,Better Price Found,Y
519,1131,455,2021-09-10,1,128.43,Changed Mind,N
520,1134,105,2021-10-04,1,224.86,Changed Mind,Y
521,1137,323,2021-11-07,1,43.88,Defective/Damaged,Y
522,1137,848,2021-11-07,1,110.97,Changed Mind,N
523,1137,981,2021-10-25,1,115.06,Changed Mind,Y
524,1141,807,2021-11-27,1,38.39,Better Price Found,Y
525,1141,1066,2021-12-10,2,234.55,Defective/Damaged,N
526,1144,277,2022-01-07,1,110.16,Not As Described,Y
527,1144,501,2021-12-24,1,47.94,Wrong Size/Fit,Y
528,1145,492,2021-12-19,1,102.89,Changed Mind,Y
529,1145,794,2022-01-17,2,201.96,Wrong Size/Fit,Y
530,1146,652,2022-01-13,2,113.62,Changed Mind,Y
531,1147,606,2022-01-13,1,70.26,Wrong Size/Fit,Y
532,1149,730,2022-01-17,1,43.86,Defective/Damaged,N
533,1149,802,2022-02-01,1,73.69,Wrong Size/Fit,Y
534,1150,181,2022-02-15,1,609.33,Wrong Size/Fit,N
535,1150,284,2022-02-09,1,70.0,Not As Described,Y
536,1150,349,2022-01-22,1,139.38,Changed Mind,N
537,1150,1052,2022-02-12,1,176.18,Defective/Damaged,N
538,1151,588,2022-02-20,2,219.94,Better Price Found,N
539,1154,501,2022-03-17,1,47.94,Wrong Size/Fit,Y
540,1154,758,2022-03-07,1,222.75,Changed Mind,Y
541,1155,135,2022-03-12,1,127.41,Not As Described,Y
542,1155,199,2022-02-28,1,100.04,Wrong Size/Fit,Y
543,1155,786,2022-03-12,1,72.42,Changed Mind,Y
544,1156,443,2022-03-16,1,23.0,Changed Mind,Y
545,1157,334,2022-04-10,1,93.06,Changed Mind,N
546,1157,964,2022-04-10,1,179.4,Not As Described,Y
547,1158,826,2022-03-28,1,351.73,Defective/Damaged,N
548,1160,436,2022-04-26,1,352.52,Defective/Damaged,N
549,1162,669,2022-04-27,1,24.2,Changed Mind,N
550,1163,348,2022-05-21,1,383.74,Changed Mind,Y
551,1164,521,2022-05-20,2,347.65,Wrong Size/Fit,Y
552,1164,752,2022-05-07,2,330.8,Defective/Damaged,N
553,1165,503,2022-05-29,1,97.54,Not As Described,Y
554,1166,798,2022-06-14,1,37.87,Better Price Found,Y
555,1172,1067,2022-07-22,1,269.51,Changed Mind,Y
556,1175,730,2022-07-27,1,43.86,Defective/Damaged,N
557,1177,1069,2022-08-30,1,288.14,Other,Y
558,1179,282,2022-08-28,2,247.96,Changed Mind,N
559,1181,208,2022-09-10,1,53.62,Changed Mind,Y
560,1183,539,2022-10-01,2,169.46,Changed Mind,Y
561,1186,465,2022-11-01,1,162.4,Defective/Damaged,Y
562,1187,484,2022-10-20,1,78.49,Not As Described,Y
563,1188,354,2022-11-08,1,262.42,Not As Described,Y
564,1190,459,2022-11-28,1,318.8,Wrong Size/Fit,Y
565,1193,551,2022-12-09,1,53.44,Defective/Damaged,N
566,1196,865,2022-12-27,2,706.56,Other,Y
567,1197,1085,2023-01-15,1,359.53,Wrong Size/Fit,N
568,1198,276,2023-01-12,1,49.34,Wrong Size/Fit,Y
569,1200,501,2023-01-19,1,23.97,Changed Mind,Y
570,1203,398,2023-02-09,1,70.43,Not As Described,Y
571,1208,828,2023-03-11,1,67.76,Changed Mind,Y
572,1208,1079,2023-03-26,2,240.0,Changed Mind,Y
573,1210,656,2023-03-29,1,35.1,Other,Y
574,1210,1027,2023-04-01,1,143.29,Wrong Size/Fit,Y
575,1211,897,2023-04-17,1,92.08,Changed Mind,Y
576,1215,598,2023-05-15,1,73.5,Not As Described,Y
577,1216,510,2023-05-15,1,31.68,Defective/Damaged,N
578,1218,466,2023-05-22,1,173.88,Defective/Damaged,N
579,1219,252,2023-06-13,1,100.37,Better Price Found,Y
580,1220,355,2023-06-27,1,215.28,Defective/Damaged,Y
581,1220,1083,2023-06-01,2,1639.54,Changed Mind,Y
582,1222,1028,2023-07-02,1,238.03,Not As Described,Y
583,1224,923,2023-07-01,2,167.85,Changed Mind,Y
584,1225,508,2023-07-07,1,51.3,Changed Mind,N
585,1227,897,2023-07-27,1,92.08,Wrong Size/Fit,Y
586,1229,1083,2023-08-16,1,819.77,Defective/Damaged,N
587,1231,1052,2023-09-01,1,176.18,Changed Mind,Y
588,1232,267,2023-09-09,1,69.0,Defective/Damaged,N
589,1235,998,2023-10-06,1,73.08,Other,N
590,1236,909,2023-09-29,1,65.24,Defective/Damaged,N
591,1236,1060,2023-09-22,1,47.37,Changed Mind,Y
592,1238,159,2023-10-09,2,341.88,Other,Y
593,1240,330,2023-11-11,1,40.56,Wrong Size/Fit,Y
594,1242,296,2023-11-11,1,116.72,Wrong Size/Fit,Y
595,1249,38,2024-01-13,1,174.51,Changed Mind,Y
596,1249,336,2024-01-05,1,156.05,Not As Described,Y
597,1249,606,2024-01-16,2,140.53,Changed Mind,Y
598,1250,1080,2024-01-02,1,319.5,Defective/Damaged,Y
599,1252,585,2024-01-20,1,60.0,Defective/Damaged,Y
600,1261,786,2024-04-11,1,72.42,Defective/Damaged,Y
601,1262,651,2024-04-09,1,149.25,Changed Mind,Y
602,1265,1054,2024-05-05,1,275.22,Not As Described,Y
603,1275,362,2024-10-05,1,75.14,Not As Described,Y
604,1278,876,2024-12-26,1,74.47,Defective/Damaged,N
605,1281,511,2025-03-28,1,65.55,Wrong Size/Fit,Y
606,1285,319,2025-07-26,1,105.67,Not As Described,Y
607,1295,321,2022-06-20,1,77.47,Not As Described,Y
608,1298,424,2022-09-17,1,38.12,Defective/Damaged,N
609,1298,524,2022-09-21,1,79.97,Wrong Size/Fit,Y
610,1301,461,2022-12-24,1,174.1,Wrong Size/Fit,Y
611,1316,380,2024-04-30,1,51.75,Better Price Found,N
612,1317,226,2024-05-21,1,45.1,Changed Mind,Y
613,1320,104,2024-09-27,1,152.49,Other,Y
614,1320,483,2024-09-07,1,106.27,Changed Mind,Y
615,1325,249,2025-02-25,2,88.13,Wrong Size/Fit,Y
616,1326,159,2025-04-04,1,170.94,Wrong Size/Fit,Y
617,1328,1060,2025-05-17,1,47.37,Changed Mind,Y
618,1329,523,2025-05-24,1,45.6,Changed Mind,Y
619,1333,98,2025-10-08,1,72.96,Defective/Damaged,N
620,1334,308,2021-09-15,1,203.16,Wrong Size/Fit,Y
621,1334,981,2021-08-28,1,115.06,Not As Described,N
622,1336,309,2021-09-15,1,75.43,Wrong Size/Fit,Y
623,1337,663,2021-10-01,1,74.75,Changed Mind,Y
624,1340,216,2021-10-20,1,102.35,Other,Y
625,1340,605,2021-10-15,1,489.94,Better Price Found,N
626,1342,346,2021-11-12,1,48.07,Changed Mind,Y
627,1343,336,2021-11-02,1,156.05,Not As Described,N
628,1343,704,2021-11-16,1,20.35,Changed Mind,Y
629,1346,606,2021-12-15,2,140.53,Better Price Found,Y
630,1347,705,2021-12-11,1,22.29,Wrong Size/Fit,N
631,1355,991,2022-01-19,1,130.41,Better Price Found,Y
632,1356,309,2022-02-20,2,150.86,Changed Mind,Y
633,1358,332,2022-03-07,2,447.53,Changed Mind,N
634,1359,560,2022-03-19,2,163.88,Changed Mind,Y
635,1361,358,2022-03-19,2,357.49,Not As Described,Y
636,1362,532,2022-03-18,1,69.4,Changed Mind,Y
637,1362,835,2022-03-17,2,171.21,Not As Described,Y
638,1363,158,2022-03-20,2,366.0,Wrong Size/Fit,Y
639,1363,739,2022-03-19,1,27.54,Not As Described,Y
640,1364,233,2022-04-10,1,74.96,Changed Mind,Y
641,1366,782,2022-05-02,2,87.98,Changed Mind,Y
642,1371,1022,2022-05-31,2,210.1,Changed Mind,Y
643,1375,768,2022-06-15,1,57.0,Changed Mind,Y
644,1378,837,2022-07-04,1,193.83,Changed Mind,Y
645,1380,292,2022-08-07,1,62.81,Wrong Size/Fit,Y
646,1385,7,2022-09-09,1,302.67,Defective/Damaged,N
647,1385,863,2022-08-29,1,328.12,Wrong Size/Fit,Y
648,1387,397,2022-09-26,2,163.95,Changed Mind,Y
649,1387,517,2022-09-27,2,244.2,Wrong Size/Fit,Y
650,1389,263,2022-10-01,1,21.41,Changed Mind,Y
651,1389,1031,2022-10-03,2,49.59,Better Price Found,Y
652,1390,935,2022-10-18,2,121.67,Wrong Size/Fit,Y
653,1392,835,2022-10-12,1,85.61,Defective/Damaged,N
654,1393,739,2022-11-08,1,27.54,Defective/Damaged,N
655,1396,321,2022-11-25,1,77.47,Changed Mind,Y
656,1396,937,2022-12-03,1,94.16,Wrong Size/Fit,N
657,1400,308,2022-12-09,2,406.33,Wrong Size/Fit,Y
658,1401,348,2022-12-06,1,383.74,Changed Mind,Y
659,1401,658,2022-12-07,1,81.15,Not As Described,Y
660,1402,406,2022-12-23,1,70.47,Wrong Size/Fit,N
661,1402,527,2023-01-01,2,254.14,Changed Mind,Y
662,1404,299,2023-01-24,2,107.73,Other,Y
663,1407,113,2023-02-16,2,45.89,Not As Described,Y
664,1407,770,2023-02-17,1,76.95,Changed Mind,Y
665,1410,684,2023-03-05,2,205.19,Wrong Size/Fit,Y
666,1414,358,2023-04-06,2,357.49,Not As Described,Y
667,1417,180,2023-04-06,2,165.57,Changed Mind,Y
668,1418,821,2023-04-11,2,157.44,Wrong Size/Fit,Y
669,1420,941,2023-05-19,1,76.38,Not As Described,Y
670,1422,299,2023-05-25,1,53.87,Defective/Damaged,N
671,1424,734,2023-06-13,1,111.46,Other,Y
672,1426,483,2023-06-03,1,106.27,Defective/Damaged,N
673,1429,510,2023-06-26,2,63.37,Defective/Damaged,N
674,1429,1024,2023-07-04,1,207.36,Wrong Size/Fit,Y
675,1430,245,2023-07-01,1,230.52,Defective/Damaged,N
676,1436,843,2023-08-13,1,77.92,Changed Mind,Y
677,1437,907,2025-09-01,1,1242.1,Changed Mind,Y
678,1438,83,2023-09-10,1,613.5,Other,Y
679,1438,1022,2023-09-02,1,105.05,Wrong Size/Fit,N
680,1440,1079,2025-09-18,1,120.0,Changed Mind,N
681,1450,81,2023-12-15,1,45.1,Defective/Damaged,N
682,1450,1053,2023-12-09,1,44.63,Other,Y
683,1452,392,2023-12-30,1,89.93,Wrong Size/Fit,Y
684,1457,666,2024-01-27,1,128.59,Defective/Damaged,N
685,1458,272,2024-01-20,2,112.91,Wrong Size/Fit,Y
686,1465,621,2024-03-30,1,86.78,Changed Mind,Y
687,1472,704,2024-05-20,2,40.7,Better Price Found,Y
688,1475,1041,2024-06-05,1,166.38,Defective/Damaged,N
689,1480,104,2024-07-01,1,152.49,Defective/Damaged,N
690,1485,703,2024-07-23,1,123.43,Changed Mind,Y
691,1486,322,2024-08-13,1,42.66,Defective/Damaged,Y
692,1486,593,2024-08-08,2,76.56,Wrong Size/Fit,Y
693,1490,506,2024-09-16,1,159.7,Changed Mind,Y
694,1491,34,2024-09-22,1,143.69,Changed Mind,Y
695,1496,289,2024-10-18,1,196.12,Changed Mind,Y
696,1497,627,2024-11-04,2,104.25,Other,Y
697,1498,843,2024-10-20,1,77.92,Defective/Damaged,N
698,1499,181,2024-11-03,1,609.33,Better Price Found,Y
699,1500,1026,2024-10-31,1,105.05,Wrong Size/Fit,Y
700,1502,1088,2024-11-11,1,523.15,Wrong Size/Fit,Y
701,1503,596,2024-12-08,1,79.5,Wrong Size/Fit,Y
702,1508,126,2024-12-30,1,37.78,Defective/Damaged,N
703,1508,475,2025-01-13,2,249.37,Changed Mind,Y
704,1510,677,2025-01-10,1,250.29,Other,Y
705,1513,345,2025-02-11,1,87.46,Defective/Damaged,N
706,1513,1094,2025-02-03,2,350.26,Changed Mind,Y
707,1514,602,2025-02-13,1,255.45,Wrong Size/Fit,N
708,1516,203,2025-02-16,1,221.19,Better Price Found,Y
709,1518,612,2025-03-28,2,273.6,Changed Mind,Y
710,1521,551,2025-03-27,1,53.44,Changed Mind,N
711,1522,714,2025-04-19,1,78.34,Defective/Damaged,N
712,1523,876,2025-04-23,1,74.47,Not As Described,Y
713,1523,1078,2025-04-09,1,85.74,Not As Described,Y
714,1526,657,2025-05-20,1,280.15,Better Price Found,N
715,1530,285,2025-06-18,1,45.9,Better Price Found,Y
716,1530,1075,2025-06-07,2,64.47,Changed Mind,Y
717,1535,993,2025-07-16,1,190.91,Defective/Damaged,N
718,1536,81,2025-07-14,1,45.09,Not As Described,Y
719,1537,874,2025-07-20,2,48.51,Changed Mind,Y
720,1537,1090,2025-08-09,2,6102.05,Defective/Damaged,N
721,1538,806,2025-08-13,2,163.8,Not As Described,Y
722,1543,180,2025-09-21,1,82.78,Defective/Damaged,N
723,1554,617,2022-04-22,1,220.14,Not As Described,Y
724,1560,159,2022-06-06,2,341.88,Defective/Damaged,N
725,1560,914,2022-05-31,2,87.28,Defective/Damaged,N
726,1563,1069,2022-06-22,1,288.14,Defective/Damaged,N
727,1570,483,2022-08-23,2,212.54,Wrong Size/Fit,Y
728,1576,807,2022-09-22,2,76.78,Changed Mind,Y
729,1576,1011,2022-10-04,1,540.0,Changed Mind,Y
730,1576,1018,2022-10-01,1,103.36,Wrong Size/Fit,Y
731,1577,1024,2022-09-24,1,207.36,Defective/Damaged,N
732,1580,916,2022-10-22,1,92.12,Wrong Size/Fit,Y
733,1580,1019,2022-10-29,1,233.27,Better Price Found,Y
734,1582,33,2022-11-09,2,146.72,Changed Mind,Y
735,1582,1018,2022-11-08,2,206.71,Better Price Found,Y
736,1586,57,2022-11-30,1,91.88,Changed Mind,Y
737,1587,865,2022-12-10,1,353.28,Other,Y
738,1587,1030,2022-12-07,1,216.41,Other,Y
739,1589,630,2023-01-03,1,64.05,Wrong Size/Fit,Y
740,1590,417,2022-12-22,1,23.0,Defective/Damaged,N
741,1590,927,2022-12-19,1,466.13,Changed Mind,Y
742,1594,443,2023-01-31,1,23.0,Better Price Found,N
743,1596,578,2023-02-05,1,474.86,Wrong Size/Fit,Y
744,1598,845,2023-03-10,1,120.0,Changed Mind,Y
745,1598,980,2023-02-16,1,103.6,Wrong Size/Fit,Y
746,1601,463,2023-03-27,1,363.28,Wrong Size/Fit,Y
747,1603,288,2023-04-06,1,63.0,Defective/Damaged,Y
748,1607,407,2023-05-17,2,62.7,Defective/Damaged,Y
749,1607,843,2023-04-29,1,77.92,Changed Mind,Y
750,1608,585,2023-05-12,1,60.0,Wrong Size/Fit,N
751,1608,585,2023-05-05,1,60.0,Defective/Damaged,N
752,1608,918,2023-05-12,1,157.32,Defective/Damaged,N
753,1610,1086,2023-05-27,2,814.32,Changed Mind,Y
754,1611,140,2023-05-30,1,1475.34,Wrong Size/Fit,Y
755,1611,1062,2023-05-18,1,52.07,Wrong Size/Fit,N
756,1612,18,2023-05-28,1,73.92,Defective/Damaged,N
757,1614,585,2023-06-09,1,60.0,Not As Described,Y
758,1619,1063,2023-07-16,1,138.4,Other,Y
759,1622,4,2023-08-11,2,241.7,Better Price Found,Y
760,1624,998,2023-08-17,1,73.08,Defective/Damaged,N
761,1630,821,2023-09-28,1,78.72,Changed Mind,Y
762,1643,630,2024-01-26,1,64.05,Wrong Size/Fit,Y
763,1646,144,2024-01-28,1,383.42,Changed Mind,Y
764,1649,1083,2024-02-28,1,819.77,Wrong Size/Fit,N
765,1650,704,2024-02-26,2,40.7,Defective/Damaged,N
766,1656,980,2024-04-21,2,207.19,Wrong Size/Fit,Y
767,1658,189,2024-05-04,2,136.73,Wrong Size/Fit,Y
768,1660,471,2024-05-22,1,150.75,Wrong Size/Fit,Y
769,1663,1013,2024-05-21,1,71.45,Changed Mind,Y
770,1665,1026,2024-05-31,1,105.05,Changed Mind,Y
771,1665,1039,2024-06-01,1,71.45,Changed Mind,Y
772,1670,33,2024-07-28,1,73.36,Changed Mind,N
773,1670,950,2024-07-23,2,1198.37,Changed Mind,N
774,1672,95,2024-07-20,1,45.31,Wrong Size/Fit,Y
775,1673,103,2024-08-19,2,808.2,Changed Mind,Y
776,1675,301,2024-08-31,2,240.0,Not As Described,Y
777,1679,378,2024-09-18,1,246.67,Not As Described,Y
778,1679,526,2024-09-18,1,45.77,Changed Mind,N
779,1680,539,2024-10-02,1,84.73,Other,N
780,1681,305,2024-10-03,1,72.05,Not As Described,N
781,1681,517,2024-10-02,1,122.1,Changed Mind,N
782,1681,660,2024-09-24,1,55.72,Defective/Damaged,N
783,1682,171,2024-10-25,1,103.24,Not As Described,Y
784,1685,288,2024-11-05,1,63.0,Other,Y
785,1685,972,2024-11-01,1,47.38,Other,Y
786,1688,297,2024-11-19,1,45.33,Wrong Size/Fit,Y
787,1688,555,2024-12-05,1,735.3,Wrong Size/Fit,Y
788,1695,363,2025-01-17,1,136.79,Wrong Size/Fit,Y
789,1696,226,2025-01-22,2,90.19,Defective/Damaged,N
790,1696,637,2025-01-07,1,75.38,Changed Mind,Y
791,1697,417,2025-01-27,1,23.0,Defective/Damaged,N
792,1697,814,2025-01-19,1,139.34,Changed Mind,N
793,1699,785,2025-02-07,1,93.84,Not As Described,Y
794,1700,113,2025-02-16,1,22.94,Defective/Damaged,N
795,1700,320,2025-02-13,2,73.82,Other,Y
796,1706,295,2025-03-28,2,247.62,Other,Y
797,1716,495,2025-06-18,1,486.0,Wrong Size/Fit,Y
798,1716,867,2025-06-10,1,104.88,Better Price Found,Y
799,1720,33,2025-07-03,1,73.36,Wrong Size/Fit,Y
800,1720,532,2025-06-30,2,138.81,Better Price Found,Y
801,1720,650,2025-07-11,1,60.59,Defective/Damaged,N
802,1723,636,2025-07-21,2,61.18,Defective/Damaged,N
803,1724,78,2025-07-20,2,270.74,Wrong Size/Fit,Y
804,1724,156,2025-08-12,2,430.74,Changed Mind,N
805,1727,1060,2025-08-21,1,47.37,Wrong Size/Fit,Y
806,1730,277,2025-09-14,1,110.16,Wrong Size/Fit,N
807,1731,710,2025-09-23,1,75.79,Defective/Damaged,N
808,1734,404,2025-09-30,1,138.93,Wrong Size/Fit,Y
809,1735,507,2025-10-18,1,56.95,Changed Mind,Y
810,1745,1027,2023-08-30,2,143.29,Defective/Damaged,N
811,1756,346,2021-09-03,1,48.07,Changed Mind,Y
812,1756,626,2021-09-21,2,52.12,Not As Described,Y
813,1757,1095,2021-10-05,1,39.67,Wrong Size/Fit,Y
814,1758,833,2021-10-01,1,89.32,Not As Described,Y
815,1759,66,2021-09-20,1,66.12,Defective/Damaged,N
816,1770,644,2021-12-26,2,1176.54,Other,N
817,1770,991,2021-12-24,2,260.82,Changed Mind,Y
818,1776,407,2022-01-20,1,31.35,Wrong Size/Fit,Y
819,1779,517,2022-02-19,2,244.2,Not As Described,Y
820,1785,1062,2022-04-12,1,52.07,Not As Described,Y
821,1786,817,2022-03-28,2,233.77,Better Price Found,Y
822,1787,1025,2022-04-20,2,608.0,Better Price Found,Y
823,1787,1075,2022-04-16,1,32.23,Wrong Size/Fit,Y
824,1789,357,2022-04-24,1,270.58,Defective/Damaged,N
825,1790,323,2022-05-02,1,43.88,Changed Mind,Y
826,1794,265,2022-05-24,2,376.38,Wrong Size/Fit,Y
827,1795,18,2022-06-14,1,73.92,Wrong Size/Fit,Y
828,1795,615,2022-06-19,1,45.89,Changed Mind,Y
829,1797,313,2022-07-06,1,79.0,Changed Mind,N
830,1798,267,2022-07-07,1,69.0,Changed Mind,Y
831,1798,626,2022-06-16,2,52.12,Not As Described,Y
832,1799,440,2022-06-28,1,551.1,Wrong Size/Fit,Y
833,1801,392,2022-07-11,1,89.93,Better Price Found,Y
834,1802,921,2022-07-12,2,202.34,Other,N
835,1803,981,2022-08-15,1,115.06,Wrong Size/Fit,Y
836,1804,825,2022-08-17,2,405.0,Changed Mind,N
837,1808,539,2022-09-14,1,84.73,Other,Y
838,1810,511,2022-10-05,2,131.1,Defective/Damaged,N
839,1811,349,2022-10-10,1,139.38,Better Price Found,Y
840,1811,1074,2022-09-26,1,91.61,Wrong Size/Fit,Y
841,1816,45,2022-11-17,1,504.9,Not As Described,Y
842,1817,221,2022-10-29,1,107.6,Not As Described,N
843,1820,33,2022-11-28,1,73.36,Changed Mind,Y
844,1820,1050,2022-12-04,1,808.4,Other,Y
845,1821,160,2022-12-17,1,197.6,Not As Described,Y
846,1824,367,2022-12-28,1,134.9,Other,Y
847,1825,539,2023-01-06,1,84.73,Defective/Damaged,N
848,1826,93,2023-01-26,2,128.99,Wrong Size/Fit,Y
849,1827,1059,2023-01-08,2,3474.0,Not As Described,Y
850,1828,443,2023-02-02,1,23.0,Changed Mind,Y
851,1829,18,2023-02-05,2,147.85,Not As Described,Y
852,1832,972,2023-02-10,2,94.77,Wrong Size/Fit,Y
853,1833,38,2023-02-28,1,174.51,Changed Mind,Y
854,1833,503,2023-03-07,2,195.08,Not As Described,Y
855,1840,923,2023-04-07,2,167.85,Wrong Size/Fit,Y
856,1841,991,2023-04-24,1,130.41,Not As Described,Y
857,1842,1095,2023-04-22,2,79.35,Not As Described,Y
858,1845,496,2023-06-02,1,172.5,Defective/Damaged,N
859,1846,297,2023-05-21,2,90.67,Defective/Damaged,N
860,1847,389,2023-06-23,1,218.05,Changed Mind,Y
861,1850,652,2023-06-30,1,56.81,Wrong Size/Fit,Y
862,1850,673,2023-07-05,1,738.09,Changed Mind,Y
863,1850,1029,2023-07-11,1,57.03,Defective/Damaged,Y
864,1853,351,2023-07-14,1,68.17,Changed Mind,Y
865,1857,993,2025-08-19,1,190.9,Other,Y
866,1858,847,2023-08-15,2,171.95,Other,Y
867,1858,935,2023-08-15,1,60.83,Other,Y
868,1859,234,2023-08-28,1,176.95,Defective/Damaged,N
869,1859,546,2023-09-10,1,107.79,Wrong Size/Fit,Y
870,1862,883,2023-09-13,1,147.42,Changed Mind,Y
871,1863,834,2025-09-18,1,118.36,Changed Mind,N
872,1869,311,2023-11-07,1,151.88,Defective/Damaged,N
873,1869,519,2023-11-20,1,59.94,Not As Described,Y
874,1874,106,2023-12-08,1,49.11,Other,N
875,1875,484,2024-01-06,1,78.49,Changed Mind,N
876,1877,457,2024-01-16,1,340.55,Not As Described,N
877,1878,1079,2024-01-14,1,120.0,Wrong Size/Fit,Y
878,1882,647,2024-02-07,1,52.61,Changed Mind,Y
879,1885,205,2024-03-08,1,131.9,Not As Described,Y
880,1885,349,2024-03-08,1,139.38,Changed Mind,Y
881,1886,345,2024-03-02,1,87.46,Defective/Damaged,N
882,1890,470,2024-03-25,1,62.5,Wrong Size/Fit,Y
883,1897,57,2024-05-15,2,183.77,Other,Y
884,1903,325,2024-07-01,2,215.28,Wrong Size/Fit,Y
885,1903,336,2024-07-13,2,312.1,Changed Mind,N
886,1903,492,2024-07-18,2,205.77,Changed Mind,Y
887,1907,517,2024-08-14,1,122.1,Wrong Size/Fit,N
888,1907,517,2024-08-06,2,244.2,Better Price Found,Y
889,1908,392,2024-08-02,1,89.93,Better Price Found,Y
890,1909,546,2024-08-17,2,215.57,Other,Y
891,1914,604,2024-09-25,1,180.53,Defective/Damaged,N
892,1916,1079,2024-10-19,2,240.0,Defective/Damaged,N
893,1917,176,2024-10-09,1,78.3,Changed Mind,Y
894,1918,158,2024-10-14,1,183.0,Wrong Size/Fit,Y
895,1919,341,2024-11-05,2,405.54,Wrong Size/Fit,Y
896,1919,546,2024-10-17,2,215.57,Changed Mind,Y
897,1919,1075,2024-10-14,2,64.47,Not As Described,N
898,1920,34,2024-11-03,2,287.37,Not As Described,Y
899,1922,8,2024-11-21,2,255.64,Defective/Damaged,N
900,1923,855,2024-11-27,1,49.68,Wrong Size/Fit,Y
901,1925,1008,2024-12-06,2,240.0,Not As Described,Y
902,1929,308,2025-01-07,2,406.33,Defective/Damaged,N
903,1931,1031,2025-01-07,2,49.59,Not As Described,Y
904,1937,138,2025-02-14,1,432.89,Wrong Size/Fit,N
905,1937,993,2025-02-27,1,190.9,Defective/Damaged,N
906,1940,163,2025-03-23,2,276.06,Not As Described,Y
907,1940,203,2025-03-18,2,442.38,Changed Mind,Y
908,1940,380,2025-03-07,2,103.5,Wrong Size/Fit,Y
909,1940,721,2025-04-03,1,37.38,Wrong Size/Fit,Y
910,1942,157,2025-04-11,1,166.61,Changed Mind,Y
911,1943,307,2025-04-02,1,83.28,Changed Mind,Y
912,1947,346,2025-05-10,1,48.07,Wrong Size/Fit,Y
913,1948,864,2025-05-17,1,58.91,Defective/Damaged,N
914,1949,87,2025-05-22,1,162.0,Defective/Damaged,N
915,1950,104,2025-06-07,1,152.49,Defective/Damaged,N
916,1956,794,2025-07-24,1,100.98,Changed Mind,Y
917,1960,114,2025-08-01,1,526.59,Wrong Size/Fit,Y
918,1963,302,2025-08-15,1,33.49,Wrong Size/Fit,Y
919,1963,457,2025-08-26,1,340.55,Changed Mind,Y
920,1963,1039,2025-09-01,1,71.45,Wrong Size/Fit,Y
921,1966,1048,2025-09-17,2,358.63,Better Price Found,Y
