PO Number,Vendor Key,Product Key,Order Date,Expected Receipt Date,Actual Receipt Date,Order Quantity,Unit Cost,PO Status
386,20,8,2023-01-11,2023-01-22,2023-01-23,264,120.2,Received
387,20,8,2023-01-17,2023-01-28,2023-01-25,265,115.54,Received
388,20,8,2023-03-17,2023-03-28,2023-03-26,293,117.66,Received
389,20,8,2023-03-18,2023-03-29,2023-03-29,274,117.62,Received
390,20,8,2023-03-21,2023-04-01,2023-04-01,273,127.09,Received
391,20,8,2023-04-12,2023-04-23,2023-04-20,265,121.86,Received
392,20,8,2023-04-14,2023-04-25,2023-04-22,273,121.45,Received
393,20,8,2023-05-11,2023-05-22,2023-05-26,278,124.75,Received
394,20,8,2023-05-30,2023-06-10,2023-06-10,275,126.51,Received
395,20,8,2023-06-05,2023-06-16,2023-06-18,278,117.96,Received
396,20,8,2023-06-27,2023-07-08,2023-07-08,267,115.95,Received
397,20,8,2023-08-17,2023-08-28,2023-08-31,271,116.46,Received
398,20,8,2023-09-20,2023-10-01,2023-09-29,271,117.65,Received
399,20,8,2023-09-28,2023-10-09,2023-10-07,266,123.62,Received
400,20,8,2023-09-28,2023-10-09,2023-10-08,256,123.56,Received
401,20,8,2023-10-11,2023-10-22,2023-10-27,281,117.82,Received
402,20,8,2023-12-18,2023-12-29,2023-12-27,277,117.4,Received
403,20,8,2024-02-21,2024-03-03,2024-03-02,278,115.67,Received
404,20,8,2024-05-01,2024-05-12,2024-05-12,253,124.41,Received
405,20,8,2024-05-17,2024-05-28,2024-05-28,266,126.51,Received
406,20,8,2024-06-02,2024-06-13,2024-06-09,258,125.3,Received
407,20,8,2024-06-13,2024-06-24,2024-06-21,263,116.67,Received
408,20,8,2024-08-06,2024-08-17,2024-08-19,269,121.59,Received
409,20,8,2024-09-12,2024-09-23,2024-09-23,266,122.8,Received
410,20,8,2024-09-27,2024-10-08,2024-10-06,263,117.04,Received
411,20,8,2024-10-16,2024-10-27,2024-10-21,268,117.77,Received
412,20,8,2024-10-31,2024-11-11,2024-11-14,261,119.28,Received
413,20,8,2025-01-29,2025-02-09,2025-02-09,274,120.12,Received
414,20,8,2025-04-28,2025-05-09,2025-05-09,260,123.06,Received
415,20,8,2025-05-13,2025-05-24,2025-05-24,267,125.01,Received
416,20,8,2025-07-24,2025-08-04,2025-08-05,282,115.31,Received
417,20,8,2025-10-16,2025-10-27,,263,123.4,In Transit
418,9,9,2021-08-24,2021-09-13,2021-09-09,48,89.12,Received
419,9,9,2021-09-01,2021-09-21,2021-09-21,59,91.28,Received
420,9,9,2021-09-05,2021-09-25,2021-09-26,45,89.83,Received
421,9,9,2021-11-14,2021-12-04,2021-12-09,66,85.76,Received
422,9,9,2021-12-19,2022-01-08,2022-01-09,59,83.77,Received
423,9,9,2021-12-23,2022-01-12,2022-01-10,46,84.58,Received
424,9,9,2021-12-31,2022-01-20,2022-01-21,66,88.15,Received
425,9,9,2022-01-02,2022-01-22,2022-01-22,85,89.02,Received
426,9,9,2022-01-17,2022-02-06,2022-02-06,43,87.25,Received
427,9,9,2022-02-03,2022-02-23,2022-02-23,65,90.32,Received
428,9,9,2022-04-12,2022-05-02,2022-05-02,63,89.13,Received
429,9,9,2022-05-02,2022-05-22,2022-05-23,64,88.78,Received
430,9,9,2022-05-24,2022-06-13,2022-06-11,64,91.28,Received
431,9,9,2022-09-02,2022-09-22,2022-09-22,55,85.83,Received
432,9,9,2022-11-23,2022-12-13,2022-12-13,47,86.73,Received
433,9,9,2022-11-24,2022-12-14,2022-12-15,64,84.11,Received
434,9,9,2022-12-31,2023-01-20,2023-01-22,50,91.14,Received
435,9,9,2023-01-11,2023-01-31,2023-02-02,56,87.94,Received
436,9,9,2023-01-28,2023-02-17,2023-02-17,58,90.0,Received
437,9,9,2023-02-03,2023-02-23,2023-02-24,54,85.81,Received
438,9,9,2023-02-16,2023-03-08,2023-03-05,60,90.82,Received
439,9,9,2023-04-20,2023-05-10,2023-05-06,52,87.69,Received
440,9,9,2023-04-21,2023-05-11,2023-05-09,61,86.41,Received
441,9,9,2023-06-13,2023-07-03,2023-07-06,56,84.24,Received
442,9,9,2023-06-19,2023-07-09,2023-07-13,75,83.2,Received
443,9,9,2023-07-12,2023-08-01,2023-07-31,69,84.11,Received
444,9,9,2023-08-13,2023-09-02,2023-09-02,49,84.71,Received
445,9,9,2023-09-09,2023-09-29,2023-09-30,70,83.49,Received
446,9,9,2023-09-29,2023-10-19,2023-10-18,68,88.24,Received
447,9,9,2023-10-27,2023-11-16,2023-11-14,58,86.37,Received
448,9,9,2023-10-29,2023-11-18,2023-11-15,54,84.46,Received
449,9,9,2023-11-21,2023-12-11,2023-12-09,50,89.4,Received
450,9,9,2023-12-05,2023-12-25,2023-12-22,68,84.58,Received
451,9,9,2023-12-27,2024-01-16,2024-01-14,56,83.34,Received
452,9,9,2024-03-15,2024-04-04,2024-04-05,79,88.11,Received
453,9,9,2024-03-16,2024-04-05,2024-04-06,50,89.33,Received
454,9,9,2024-03-24,2024-04-13,2024-04-13,60,86.15,Received
455,9,9,2024-04-10,2024-04-30,2024-04-29,67,85.2,Received
456,9,9,2024-04-22,2024-05-12,2024-05-13,65,88.17,Received
457,9,9,2024-04-29,2024-05-19,2024-05-19,61,88.34,Received
458,9,9,2024-05-03,2024-05-23,2024-05-23,68,85.47,Received
459,9,9,2024-05-07,2024-05-27,2024-05-26,50,84.51,Received
460,9,9,2024-05-16,2024-06-05,2024-06-07,52,90.4,Received
461,9,9,2024-05-20,2024-06-09,2024-06-06,43,88.93,Received
462,9,9,2024-06-15,2024-07-05,2024-07-06,56,84.6,Received
463,9,9,2024-06-24,2024-07-14,2024-07-14,52,85.03,Received
464,9,9,2024-08-08,2024-08-28,2024-08-28,62,89.44,Received
465,9,9,2024-08-30,2024-09-19,2024-09-20,56,86.49,Received
466,9,9,2024-12-24,2025-01-13,2025-01-16,69,88.33,Received
467,9,9,2025-01-01,2025-01-21,2025-01-25,53,90.2,Received
468,9,9,2025-01-08,2025-01-28,2025-01-27,49,87.26,Received
469,9,9,2025-01-15,2025-02-04,2025-02-08,58,86.74,Received
470,9,9,2025-02-22,2025-03-14,2025-03-14,42,86.4,Received
471,9,9,2025-03-11,2025-03-31,2025-04-04,61,90.49,Received
472,9,9,2025-03-22,2025-04-11,2025-04-11,54,88.51,Received
473,9,9,2025-04-28,2025-05-18,2025-05-15,53,87.65,Received
474,9,9,2025-06-25,2025-07-15,2025-07-14,52,90.45,Received
475,9,9,2025-06-28,2025-07-18,2025-07-18,68,86.21,Received
476,9,9,2025-07-16,2025-08-05,2025-08-04,60,87.98,Received
477,9,9,2025-09-30,2025-10-20,,60,83.91,In Transit
478,9,10,2021-08-26,2021-09-15,2021-09-17,33,311.94,Received
479,9,10,2021-11-19,2021-12-09,2021-12-11,48,312.25,Received
480,9,10,2021-12-13,2022-01-02,2021-12-31,54,308.07,Received
481,9,10,2021-12-31,2022-01-20,2022-01-18,47,310.82,Received
482,9,10,2022-01-30,2022-02-19,2022-02-19,42,303.52,Received
483,9,10,2022-03-09,2022-03-29,2022-03-30,38,301.87,Received
484,9,10,2022-07-29,2022-08-18,2022-08-18,35,316.33,Received
485,9,10,2022-08-08,2022-08-28,2022-08-27,37,303.39,Received
486,9,10,2022-08-16,2022-09-05,2022-09-04,46,318.83,Received
487,9,10,2022-08-29,2022-09-18,2022-09-23,52,313.97,Received
488,9,10,2022-10-11,2022-10-31,2022-11-01,38,318.96,Received
489,9,10,2022-12-01,2022-12-21,2022-12-25,54,316.85,Received
490,9,10,2023-01-15,2023-02-04,2023-02-03,50,320.09,Received
491,9,10,2023-02-15,2023-03-07,2023-03-08,41,307.38,Received
492,9,10,2023-02-24,2023-03-16,2023-03-19,41,318.27,Received
493,9,10,2023-06-23,2023-07-13,2023-07-09,50,313.96,Received
494,9,10,2023-08-31,2023-09-20,2023-09-20,35,324.02,Received
495,9,10,2023-10-22,2023-11-11,2023-11-11,58,329.4,Received
496,9,10,2023-11-02,2023-11-22,2023-11-22,46,331.33,Received
497,9,10,2024-02-16,2024-03-07,2024-03-07,46,318.6,Received
498,9,10,2024-03-01,2024-03-21,2024-03-23,47,330.64,Received
499,9,10,2024-03-13,2024-04-02,2024-04-05,44,315.77,Received
500,9,10,2024-04-17,2024-05-07,2024-05-05,52,324.69,Received
501,9,10,2024-05-26,2024-06-15,2024-06-17,62,318.67,Received
502,9,10,2024-07-28,2024-08-17,2024-08-18,28,303.92,Received
503,9,10,2024-08-16,2024-09-05,2024-09-05,44,313.04,Received
504,9,10,2024-09-01,2024-09-21,2024-09-21,33,321.68,Received
505,9,10,2024-10-17,2024-11-06,2024-11-05,55,315.1,Received
506,9,10,2024-10-22,2024-11-11,2024-11-10,37,330.02,Received
507,9,10,2024-12-04,2024-12-24,2024-12-24,40,309.47,Received
508,9,10,2025-01-06,2025-01-26,2025-01-27,47,308.06,Received
509,9,10,2025-02-18,2025-03-10,2025-03-09,51,315.9,Received
510,9,10,2025-04-13,2025-05-03,2025-04-30,38,327.48,Received
511,9,10,2025-07-08,2025-07-28,2025-07-28,46,306.02,Received
512,9,10,2025-08-04,2025-08-24,2025-08-24,40,318.71,Received
513,9,10,2025-10-09,2025-10-29,,29,303.07,In Transit
514,9,11,2021-10-08,2021-10-28,2021-11-03,251,63.09,Received
515,9,11,2021-10-29,2021-11-18,2021-11-21,239,69.31,Received
516,9,11,2021-11-01,2021-11-21,2021-11-18,247,63.34,Received
517,9,11,2021-11-05,2021-11-25,2021-11-25,250,66.15,Received
518,9,11,2021-11-13,2021-12-03,2021-12-02,247,64.36,Received
519,9,11,2021-11-15,2021-12-05,2021-12-06,241,63.59,Received
520,9,11,2021-12-20,2022-01-09,2022-01-08,262,64.33,Received
521,9,11,2021-12-28,2022-01-17,2022-01-17,248,64.87,Received
522,9,11,2022-01-27,2022-02-16,2022-02-13,252,64.44,Received
523,9,11,2022-03-13,2022-04-02,2022-04-05,233,64.91,Received
524,9,11,2022-04-10,2022-04-30,2022-04-29,254,69.54,Received
525,9,11,2022-04-14,2022-05-04,2022-05-01,248,67.54,Received
526,9,11,2022-04-16,2022-05-06,2022-05-05,238,69.24,Received
527,9,11,2022-05-05,2022-05-25,2022-05-23,253,64.2,Received
528,9,11,2022-05-06,2022-05-26,2022-05-23,255,68.7,Received
529,9,11,2022-06-14,2022-07-04,2022-07-08,240,62.94,Received
530,9,11,2022-07-06,2022-07-26,2022-07-26,240,69.02,Received
531,9,11,2022-07-15,2022-08-04,2022-08-04,230,66.25,Received
532,9,11,2022-07-21,2022-08-10,2022-08-11,247,64.72,Received
533,9,11,2022-07-24,2022-08-13,2022-08-13,251,69.28,Received
534,9,11,2022-10-06,2022-10-26,2022-10-25,235,65.12,Received
535,9,11,2022-10-12,2022-11-01,2022-11-03,251,65.4,Received
536,9,11,2022-10-14,2022-11-03,2022-11-02,254,65.25,Received
537,9,11,2022-10-23,2022-11-12,2022-11-12,251,63.55,Received
538,9,11,2022-11-05,2022-11-25,2022-11-25,239,68.05,Received
539,9,11,2022-11-25,2022-12-15,2022-12-16,238,63.71,Received
540,9,11,2022-12-01,2022-12-21,2022-12-21,251,63.93,Received
541,9,11,2022-12-12,2023-01-01,2023-01-01,234,63.78,Received
542,9,11,2022-12-31,2023-01-20,2023-01-20,233,64.84,Received
543,9,11,2023-01-04,2023-01-24,2023-01-24,257,66.22,Received
544,9,11,2023-01-20,2023-02-09,2023-02-12,242,65.09,Received
545,9,11,2023-02-16,2023-03-08,2023-03-11,250,64.95,Received
546,9,11,2023-03-15,2023-04-04,2023-04-06,238,65.58,Received
547,9,11,2023-03-28,2023-04-17,2023-04-17,238,65.79,Received
548,9,11,2023-05-24,2023-06-13,2023-06-16,240,68.33,Received
549,9,11,2023-07-03,2023-07-23,2023-07-27,248,69.23,Received
550,9,11,2023-09-07,2023-09-27,2023-09-28,246,67.71,Received
551,9,11,2023-09-29,2023-10-19,2023-10-21,249,63.64,Received
552,9,11,2023-11-08,2023-11-28,2023-11-28,243,69.12,Received
553,9,11,2023-11-28,2023-12-18,2023-12-22,252,64.78,Received
554,9,11,2024-01-23,2024-02-12,2024-02-12,257,66.14,Received
555,9,11,2024-02-06,2024-02-26,2024-02-26,248,65.78,Received
556,9,11,2024-03-29,2024-04-18,2024-04-18,244,65.49,Received
557,9,11,2024-04-16,2024-05-06,2024-05-06,247,68.63,Received
558,9,11,2024-05-08,2024-05-28,2024-05-28,246,67.51,Received
559,9,11,2024-06-07,2024-06-27,2024-06-27,251,69.34,Received
560,9,11,2024-06-27,2024-07-17,2024-07-16,243,67.89,Received
561,9,11,2024-09-25,2024-10-15,2024-10-19,233,66.91,Received
562,9,11,2025-01-04,2025-01-24,2025-01-22,241,68.99,Received
563,9,11,2025-01-05,2025-01-25,2025-01-25,248,63.51,Received
564,9,11,2025-01-14,2025-02-03,2025-02-03,251,67.42,Received
565,9,11,2025-01-15,2025-02-04,2025-02-03,258,62.95,Received
566,9,11,2025-03-13,2025-04-02,2025-04-01,263,68.73,Received
567,9,11,2025-03-27,2025-04-16,2025-04-16,267,65.28,Received
568,9,11,2025-06-12,2025-07-02,2025-06-29,242,64.58,Received
569,9,11,2025-06-14,2025-07-04,2025-07-06,251,68.45,Received
570,9,11,2025-07-28,2025-08-17,2025-08-17,242,67.38,Received
571,9,11,2025-08-14,2025-09-03,2025-09-03,253,64.65,Received
572,9,11,2025-09-18,2025-10-08,2025-10-08,246,63.6,Received
573,9,11,2025-10-13,2025-11-02,,258,63.4,In Transit
574,10,12,2022-02-03,2022-02-10,2022-02-10,51,814.05,Received
575,10,12,2022-03-30,2022-04-06,2022-04-07,38,800.82,Received
576,10,12,2022-06-11,2022-06-18,2022-06-17,42,788.68,Received
577,10,12,2022-09-05,2022-09-12,2022-09-13,47,827.3,Received
578,10,12,2022-11-06,2022-11-13,2022-11-15,56,822.19,Received
579,10,12,2022-12-05,2022-12-12,2022-12-19,22,829.03,Received
580,10,12,2023-01-16,2023-01-23,2023-01-22,51,808.61,Received
581,10,12,2023-03-10,2023-03-17,2023-03-16,39,814.81,Received
582,10,12,2024-01-06,2024-01-13,2024-01-17,42,849.03,Received
583,10,12,2024-03-25,2024-04-01,2024-03-31,58,792.58,Received
584,10,12,2024-04-28,2024-05-05,2024-05-05,37,851.97,Received
585,10,12,2024-10-10,2024-10-17,2024-10-22,28,815.64,Received
586,10,12,2025-01-08,2025-01-15,2025-01-18,34,794.51,Received
587,10,12,2025-02-06,2025-02-13,2025-02-11,40,788.06,Received
588,10,12,2025-04-16,2025-04-23,2025-04-24,35,787.75,Received
589,10,12,2025-07-01,2025-07-08,2025-07-08,50,809.38,Received
590,10,12,2025-09-21,2025-09-28,2025-09-28,33,787.39,Received
591,5,13,2021-09-13,2021-09-20,2021-09-19,47,755.86,Received
592,5,13,2021-10-03,2021-10-10,2021-10-10,34,765.08,Received
593,5,13,2021-11-19,2021-11-26,2021-11-24,34,752.9,Received
594,5,13,2022-01-17,2022-01-24,2022-01-24,52,737.2,Received
595,5,13,2022-05-03,2022-05-10,2022-05-09,44,768.5,Received
596,5,13,2022-05-28,2022-06-04,2022-06-02,38,724.03,Received
597,5,13,2022-06-16,2022-06-23,2022-06-20,29,725.28,Received
598,5,13,2022-08-25,2022-09-01,2022-09-01,56,708.63,Received
599,5,13,2022-08-28,2022-09-04,2022-09-01,48,707.95,Received
600,5,13,2022-10-31,2022-11-07,2022-11-07,49,732.13,Received
601,5,13,2023-01-20,2023-01-27,2023-01-25,24,725.82,Received
602,5,13,2023-03-08,2023-03-15,2023-03-11,38,771.39,Received
603,5,13,2023-05-21,2023-05-28,2023-05-26,35,707.89,Received
604,5,13,2023-05-23,2023-05-30,2023-05-31,40,760.09,Received
605,5,13,2023-06-05,2023-06-12,2023-06-10,45,743.63,Received
606,5,13,2023-08-15,2023-08-22,2023-08-22,33,742.55,Received
607,5,13,2023-09-17,2023-09-24,2023-09-22,45,730.46,Received
608,5,13,2023-10-09,2023-10-16,2023-10-19,35,764.26,Received
609,5,13,2023-10-28,2023-11-04,2023-11-03,35,716.28,Received
610,5,13,2023-12-08,2023-12-15,2023-12-16,48,771.35,Received
611,5,13,2023-12-29,2024-01-05,2024-01-03,48,745.54,Received
612,5,13,2024-02-01,2024-02-08,2024-02-07,44,742.51,Received
613,5,13,2024-03-06,2024-03-13,2024-03-13,45,711.59,Received
614,5,13,2024-05-02,2024-05-09,2024-05-11,42,739.27,Received
615,5,13,2024-05-12,2024-05-19,2024-05-18,46,719.05,Received
616,5,13,2024-06-15,2024-06-22,2024-06-23,26,743.49,Received
617,5,13,2024-10-22,2024-10-29,2024-11-04,45,769.54,Received
618,5,13,2024-10-24,2024-10-31,2024-10-31,42,775.89,Received
619,5,13,2024-12-19,2024-12-26,2024-12-23,43,764.42,Received
620,5,13,2025-01-28,2025-02-04,2025-02-04,36,711.81,Received
621,5,13,2025-02-06,2025-02-13,2025-02-13,34,757.67,Received
622,5,13,2025-04-30,2025-05-07,2025-05-04,32,760.7,Received
623,5,13,2025-07-07,2025-07-14,2025-07-16,38,763.41,Received
624,5,13,2025-08-02,2025-08-09,2025-08-07,42,728.58,Received
625,10,14,2021-08-24,2021-08-31,2021-09-02,72,79.06,Received
626,10,14,2021-09-18,2021-09-25,2021-09-25,74,75.21,Received
627,10,14,2021-10-07,2021-10-14,2021-10-14,78,73.22,Received
628,10,14,2021-10-31,2021-11-07,2021-11-07,80,72.97,Received
629,10,14,2021-11-13,2021-11-20,2021-11-19,78,78.25,Received
630,10,14,2021-12-05,2021-12-12,2021-12-11,84,74.63,Received
631,10,14,2021-12-15,2021-12-22,2021-12-20,78,76.1,Received
632,10,14,2021-12-24,2021-12-31,2022-01-02,72,78.55,Received
633,10,14,2021-12-27,2022-01-03,2022-01-04,78,77.98,Received
634,10,14,2022-02-09,2022-02-16,2022-02-16,86,78.74,Received
635,10,14,2022-03-16,2022-03-23,2022-03-28,91,72.59,Received
636,10,14,2022-04-05,2022-04-12,2022-04-13,86,72.29,Received
637,10,14,2022-04-28,2022-05-05,2022-04-30,84,76.89,Received
638,10,14,2022-05-07,2022-05-14,2022-05-15,61,73.84,Received
639,10,14,2022-05-15,2022-05-22,2022-05-21,84,75.02,Received
640,10,14,2022-06-13,2022-06-20,2022-06-22,68,72.66,Received
641,10,14,2022-07-04,2022-07-11,2022-07-13,78,76.07,Received
642,10,14,2022-07-19,2022-07-26,2022-07-25,82,74.37,Received
643,10,14,2022-08-04,2022-08-11,2022-08-10,78,76.84,Received
644,10,14,2022-08-30,2022-09-06,2022-09-08,69,77.17,Received
645,10,14,2022-09-01,2022-09-08,2022-09-08,59,74.38,Received
646,10,14,2022-09-23,2022-09-30,2022-09-28,74,71.99,Received
647,10,14,2022-10-08,2022-10-15,2022-10-18,78,75.44,Received
648,10,14,2022-10-21,2022-10-28,2022-10-28,82,72.36,Received
649,10,14,2022-11-10,2022-11-17,2022-11-20,82,78.91,Received
650,10,14,2022-11-16,2022-11-23,2022-11-21,60,78.21,Received
651,10,14,2022-12-14,2022-12-21,2022-12-23,85,76.78,Received
652,10,14,2022-12-30,2023-01-06,2023-01-04,73,77.13,Received
653,10,14,2023-01-24,2023-01-31,2023-01-31,89,79.17,Received
654,10,14,2023-02-03,2023-02-10,2023-02-12,81,72.51,Received
655,10,14,2023-02-11,2023-02-18,2023-02-17,76,72.39,Received
656,10,14,2023-03-07,2023-03-14,2023-03-16,78,78.38,Received
657,10,14,2023-05-18,2023-05-25,2023-05-25,68,73.46,Received
658,10,14,2023-06-11,2023-06-18,2023-06-18,74,78.5,Received
659,10,14,2023-06-22,2023-06-29,2023-06-29,76,75.64,Received
660,10,14,2023-07-24,2023-07-31,2023-08-02,79,77.11,Received
661,10,14,2023-10-06,2023-10-13,2023-10-15,70,72.5,Received
662,10,14,2023-10-08,2023-10-15,2023-10-13,64,74.5,Received
663,10,14,2023-11-07,2023-11-14,2023-11-14,60,73.2,Received
664,10,14,2023-11-15,2023-11-22,2023-11-27,53,73.61,Received
665,10,14,2024-01-13,2024-01-20,2024-01-19,76,75.65,Received
666,10,14,2024-02-21,2024-02-28,2024-02-28,67,78.21,Received
667,10,14,2024-03-01,2024-03-08,2024-03-08,68,76.82,Received
668,10,14,2024-03-26,2024-04-02,2024-04-01,86,73.76,Received
669,10,14,2024-08-28,2024-09-04,2024-09-08,73,74.26,Received
670,10,14,2024-09-19,2024-09-26,2024-09-26,79,72.03,Received
671,10,14,2024-09-20,2024-09-27,2024-09-27,66,78.06,Received
672,10,14,2024-10-27,2024-11-03,2024-11-02,74,73.07,Received
673,10,14,2024-11-09,2024-11-16,2024-11-13,83,73.72,Received
674,10,14,2024-11-29,2024-12-06,2024-12-07,84,72.9,Received
675,10,14,2024-12-22,2024-12-29,2024-12-31,84,73.88,Received
676,10,14,2025-01-21,2025-01-28,2025-01-28,77,76.45,Received
677,10,14,2025-01-26,2025-02-02,2025-02-02,71,72.86,Received
678,10,14,2025-01-27,2025-02-03,2025-02-02,75,78.17,Received
679,10,14,2025-04-17,2025-04-24,2025-04-23,83,75.81,Received
680,10,14,2025-05-17,2025-05-24,2025-05-21,71,77.41,Received
681,10,14,2025-05-30,2025-06-06,2025-06-04,80,76.95,Received
682,10,14,2025-08-05,2025-08-12,2025-08-10,78,79.17,Received
683,10,14,2025-08-29,2025-09-05,2025-09-01,77,77.72,Received
684,10,14,2025-09-26,2025-10-03,2025-10-04,66,72.11,Received
685,10,15,2021-09-02,2021-09-09,2021-09-08,67,415.9,Received
686,10,15,2021-09-09,2021-09-16,2021-09-16,56,416.53,Received
687,10,15,2021-10-05,2021-10-12,2021-10-10,70,446.06,Received
688,10,15,2021-10-17,2021-10-24,2021-10-27,57,421.99,Received
689,10,15,2021-11-23,2021-11-30,2021-11-29,57,440.06,Received
690,10,15,2021-11-27,2021-12-04,2021-12-08,43,424.92,Received
691,10,15,2022-01-28,2022-02-04,2022-02-05,61,423.92,Received
692,10,15,2022-03-18,2022-03-25,2022-03-23,55,434.42,Received
693,10,15,2022-04-11,2022-04-18,2022-04-16,62,435.83,Received
694,10,15,2022-04-13,2022-04-20,2022-04-24,52,432.82,Received
695,10,15,2022-04-19,2022-04-26,2022-04-27,51,415.21,Received
696,10,15,2022-04-30,2022-05-07,2022-05-08,47,428.52,Received
697,10,15,2022-05-21,2022-05-28,2022-05-28,58,425.94,Received
698,10,15,2022-06-23,2022-06-30,2022-06-30,55,443.85,Received
699,10,15,2022-09-04,2022-09-11,2022-09-07,55,432.18,Received
700,10,15,2022-10-26,2022-11-02,2022-11-07,47,431.22,Received
701,10,15,2022-10-29,2022-11-05,2022-11-08,49,436.94,Received
702,10,15,2022-11-12,2022-11-19,2022-11-19,55,423.58,Received
703,10,15,2022-12-11,2022-12-18,2022-12-18,61,437.35,Received
704,10,15,2023-01-08,2023-01-15,2023-01-14,57,431.35,Received
705,10,15,2023-02-19,2023-02-26,2023-03-01,52,449.6,Received
706,10,15,2023-03-01,2023-03-08,2023-03-06,57,450.44,Received
707,10,15,2023-03-08,2023-03-15,2023-03-11,42,424.64,Received
708,10,15,2023-04-12,2023-04-19,2023-04-26,49,446.59,Received
709,10,15,2023-04-12,2023-04-19,2023-04-19,65,450.52,Received
710,10,15,2023-07-15,2023-07-22,2023-07-24,49,422.99,Received
711,10,15,2023-08-14,2023-08-21,2023-08-21,70,418.35,Received
712,10,15,2023-09-07,2023-09-14,2023-09-15,44,434.74,Received
713,10,15,2023-10-31,2023-11-07,2023-11-08,52,421.2,Received
714,10,15,2023-11-19,2023-11-26,2023-11-25,58,436.04,Received
715,10,15,2023-12-02,2023-12-09,2023-12-09,58,434.64,Received
716,10,15,2023-12-08,2023-12-15,2023-12-10,48,434.15,Received
717,10,15,2023-12-13,2023-12-20,2023-12-20,51,448.21,Received
718,10,15,2024-01-24,2024-01-31,2024-01-29,59,428.35,Received
719,10,15,2024-02-07,2024-02-14,2024-02-13,48,440.18,Received
720,10,15,2024-04-04,2024-04-11,2024-04-11,51,424.06,Received
721,10,15,2024-04-05,2024-04-12,2024-04-12,58,413.97,Received
722,10,15,2024-06-15,2024-06-22,2024-06-23,71,413.76,Received
723,10,15,2024-10-29,2024-11-05,2024-11-05,60,437.08,Received
724,10,15,2024-11-07,2024-11-14,2024-11-14,62,440.23,Received
725,10,15,2024-11-07,2024-11-14,2024-11-17,47,419.59,Received
726,10,15,2024-11-24,2024-12-01,2024-12-01,51,421.08,Received
727,10,15,2025-01-02,2025-01-09,2025-01-08,54,425.45,Received
728,10,15,2025-01-04,2025-01-11,2025-01-16,57,445.79,Received
729,10,15,2025-01-19,2025-01-26,2025-01-26,68,442.12,Received
730,10,15,2025-01-27,2025-02-03,2025-02-04,52,422.65,Received
731,10,15,2025-02-12,2025-02-19,2025-02-21,47,446.38,Received
732,10,15,2025-02-25,2025-03-04,2025-03-04,47,414.98,Received
733,10,15,2025-03-09,2025-03-16,2025-03-16,58,424.19,Received
734,10,15,2025-03-25,2025-04-01,2025-04-01,51,421.81,Received
735,10,15,2025-04-22,2025-04-29,2025-04-29,53,425.24,Received
736,10,15,2025-04-25,2025-05-02,2025-05-04,63,427.12,Received
737,10,15,2025-06-06,2025-06-13,2025-06-18,58,445.12,Received
738,10,15,2025-07-05,2025-07-12,2025-07-12,48,448.79,Received
739,10,15,2025-07-11,2025-07-18,2025-07-21,62,452.04,Received
740,10,15,2025-07-17,2025-07-24,2025-07-24,64,412.33,Received
