Store Key,Fiscal Year,Fiscal Period,Budget Sales Amount,Budget Units
84,2025,10,138549.59,37
89,2021,8,45874.11,43
89,2021,9,66571.37,71
89,2021,10,74279.51,66
89,2021,11,97824.01,103
89,2021,12,62213.72,66
89,2022,1,82636.33,76
89,2022,2,93481.21,79
89,2022,3,76092.87,73
89,2022,4,72631.4,61
89,2022,5,100349.76,83
89,2022,6,77154.65,68
89,2022,7,68688.07,73
89,2022,8,55988.1,86
89,2022,9,81102.87,72
89,2022,10,85096.7,64
89,2022,11,120895.75,84
89,2022,12,77153.22,72
89,2023,1,94047.9,74
89,2023,2,102865.35,90
89,2023,3,83423.62,71
89,2023,4,82113.5,78
89,2023,5,116531.54,111
89,2023,6,90721.66,69
89,2023,7,82407.95,52
89,2023,8,100857.7,81
89,2023,9,90885.3,77
89,2023,10,84277.83,87
89,2023,11,98635.32,103
89,2023,12,99902.66,95
89,2024,1,85843.77,69
89,2024,2,119091.36,88
89,2024,3,86395.39,66
89,2024,4,93447.94,69
89,2024,5,132539.14,70
89,2024,6,89522.37,56
89,2024,7,72894.04,49
89,2024,8,95234.61,61
89,2024,9,82738.26,40
89,2024,10,97839.48,42
89,2024,11,105797.7,38
89,2024,12,94429.15,36
89,2025,1,77587.46,34
89,2025,2,96972.69,37
89,2025,3,83278.96,31
89,2025,4,61138.54,29
89,2025,5,76445.02,32
89,2025,6,43167.42,50
89,2025,7,50918.96,54
89,2025,8,44944.89,63
89,2025,9,34188.33,35
89,2025,10,35384.16,14
96,2021,8,74817.92,37
96,2021,9,93729.43,60
96,2021,10,125801.47,64
96,2021,11,126598.73,78
96,2021,12,107930.57,57
96,2022,1,101728.79,68
96,2022,2,125521.3,76
96,2022,3,92787.6,66
96,2022,4,92641.54,64
96,2022,5,121247.08,67
96,2022,6,124541.04,61
96,2022,7,94175.6,57
96,2022,8,83532.9,81
96,2022,9,111409.68,61
96,2022,10,141632.54,64
96,2022,11,155260.05,79
96,2022,12,122455.04,58
96,2023,1,123845.7,65
96,2023,2,149938.43,79
96,2023,3,116254.1,67
96,2023,4,109782.32,66
96,2023,5,144285.67,79
96,2023,6,141899.77,49
96,2023,7,114370.8,43
96,2023,8,169440.48,52
96,2023,9,116163.59,49
96,2023,10,127161.1,60
96,2023,11,143079.25,78
96,2023,12,103623.43,75
96,2024,1,111057.98,59
96,2024,2,173498.71,74
96,2024,3,140109.35,64
96,2024,4,135937.64,61
96,2024,5,167487.78,84
96,2024,6,98145.48,62
96,2024,7,88023.02,70
96,2024,8,100257.42,71
96,2024,9,99991.55,64
96,2024,10,119389.24,64
96,2024,11,134002.17,74
96,2024,12,145363.31,61
96,2025,1,121318.24,64
96,2025,2,135141.24,79
96,2025,3,136431.31,66
96,2025,4,126021.23,67
96,2025,5,167499.63,71
96,2025,6,105164.43,69
96,2025,7,114042.28,88
96,2025,8,127987.05,100
96,2025,9,121475.47,68
96,2025,10,115371.47,29
102,2021,8,79830.54,51
102,2021,9,111550.88,88
102,2021,10,117891.33,88
102,2021,11,145945.65,113
102,2021,12,121846.23,75
102,2022,1,118910.93,81
102,2022,2,151370.66,104
102,2022,3,99568.66,73
102,2022,4,105333.92,78
102,2022,5,188436.08,101
102,2022,6,120764.58,79
102,2022,7,145977.79,95
102,2022,8,97150.03,109
102,2022,9,124456.61,86
102,2022,10,135014.79,81
102,2022,11,178598.27,97
102,2022,12,136484.26,86
102,2023,1,143847.59,95
102,2023,2,180762.48,102
102,2023,3,117903.81,80
102,2023,4,125660.75,81
102,2023,5,207555.59,111
102,2023,6,146255.68,71
102,2023,7,166328.46,59
102,2023,8,186832.94,64
102,2023,9,145907.21,76
102,2023,10,138814.91,81
102,2023,11,169893.01,113
102,2023,12,151738.54,102
102,2024,1,152806.22,75
102,2024,2,160168.74,111
102,2024,3,156289.02,88
102,2024,4,133443.42,88
102,2024,5,196679.22,110
102,2024,6,114554.73,83
102,2024,7,108652.61,89
102,2024,8,101527.3,100
102,2024,9,126344.14,77
102,2024,10,127438.91,87
102,2024,11,170194.07,103
102,2024,12,186722.91,79
102,2025,1,137037.14,79
102,2025,2,180662.09,113
102,2025,3,126937.32,84
102,2025,4,133453.75,87
102,2025,5,181768.85,113
102,2025,6,131874.65,89
102,2025,7,158443.07,123
102,2025,8,184822.9,132
102,2025,9,146644.07,91
102,2025,10,145758.44,42
108,2021,8,75724.02,47
108,2021,9,120857.83,79
108,2021,10,121828.13,70
108,2021,11,171768.4,102
108,2021,12,125047.75,80
108,2022,1,101119.47,73
108,2022,2,179840.57,97
108,2022,3,117563.47,77
108,2022,4,135239.41,78
108,2022,5,139255.81,95
108,2022,6,147839.65,81
108,2022,7,120391.75,76
108,2022,8,86069.66,104
108,2022,9,143880.96,80
108,2022,10,135471.3,79
108,2022,11,206052.59,110
108,2022,12,143169.0,75
108,2023,1,123784.55,82
108,2023,2,203566.64,95
108,2023,3,135985.93,69
108,2023,4,149696.47,82
108,2023,5,153087.28,101
108,2023,6,183494.83,70
108,2023,7,136459.42,50
108,2023,8,162732.3,60
108,2023,9,180415.44,68
108,2023,10,157367.17,82
108,2023,11,188548.37,100
108,2023,12,146486.65,88
108,2024,1,161760.36,75
108,2024,2,162514.44,99
108,2024,3,153978.76,88
108,2024,4,146676.55,79
108,2024,5,169852.76,103
108,2024,6,138647.83,86
108,2024,7,86622.92,84
108,2024,8,107855.87,86
108,2024,9,117089.46,79
108,2024,10,134407.48,73
108,2024,11,186020.27,106
108,2024,12,187019.22,71
108,2025,1,146797.74,80
108,2025,2,154260.5,98
108,2025,3,140585.17,76
108,2025,4,136397.93,85
108,2025,5,174227.61,94
108,2025,6,163908.76,92
108,2025,7,150707.04,111
108,2025,8,165179.39,128
108,2025,9,129444.98,94
108,2025,10,139137.4,44
115,2021,8,61804.99,61
115,2021,9,93165.07,94
115,2021,10,93539.9,83
115,2021,11,132989.84,118
115,2021,12,99122.57,91
115,2022,1,93357.52,93
115,2022,2,125680.91,118
115,2022,3,98283.66,101
115,2022,4,103909.66,92
115,2022,5,128184.45,117
115,2022,6,104908.66,93
115,2022,7,112263.66,100
115,2022,8,73934.5,119
115,2022,9,114302.16,90
115,2022,10,105306.64,91
115,2022,11,160030.13,109
115,2022,12,114915.88,89
115,2023,1,113969.33,86
115,2023,2,152814.15,108
115,2023,3,106893.87,88
115,2023,4,124718.75,102
115,2023,5,146656.04,121
115,2023,6,121167.59,89
115,2023,7,130208.01,70
115,2023,8,143325.7,77
115,2023,9,126401.98,80
115,2023,10,118526.51,95
115,2023,11,152295.55,124
115,2023,12,117813.24,114
115,2024,1,126789.78,92
115,2024,2,184820.4,118
115,2024,3,117216.82,88
115,2024,4,144385.25,81
115,2024,5,141558.63,128
115,2024,6,93484.38,92
115,2024,7,105861.62,99
115,2024,8,98947.23,115
115,2024,9,103054.05,90
115,2024,10,123577.68,103
115,2024,11,142295.49,121
115,2024,12,164876.37,94
115,2025,1,117945.82,89
115,2025,2,162933.02,111
115,2025,3,88764.66,87
115,2025,4,107528.47,114
115,2025,5,139379.17,130
115,2025,6,121399.83,114
115,2025,7,113895.03,134
115,2025,8,123684.26,144
115,2025,9,109310.1,94
115,2025,10,101516.92,49
118,2021,8,55421.38,53
118,2021,9,89113.19,89
118,2021,10,87230.78,96
118,2021,11,112912.84,109
118,2021,12,91352.63,92
118,2022,1,102006.77,92
118,2022,2,112052.63,98
118,2022,3,85026.07,88
118,2022,4,85397.16,83
118,2022,5,129065.76,113
118,2022,6,93040.03,83
118,2022,7,85221.15,81
118,2022,8,68917.06,120
118,2022,9,109117.68,83
118,2022,10,105152.35,77
118,2022,11,134655.5,105
118,2022,12,100801.15,84
118,2023,1,115113.8,86
118,2023,2,127231.09,97
118,2023,3,97133.83,90
118,2023,4,99628.45,88
118,2023,5,147305.03,109
118,2023,6,109781.15,68
118,2023,7,98294.22,60
118,2023,8,160759.43,71
118,2023,9,110847.53,81
118,2023,10,103310.35,87
118,2023,11,137025.29,99
118,2023,12,113934.15,110
118,2024,1,112833.57,86
118,2024,2,122029.64,124
118,2024,3,92199.82,90
118,2024,4,105990.36,91
118,2024,5,126704.06,98
118,2024,6,80608.14,93
118,2024,7,63824.74,84
118,2024,8,62747.93,119
118,2024,9,90788.2,96
118,2024,10,88336.9,85
118,2024,11,94368.53,106
118,2024,12,115814.58,93
118,2025,1,86611.76,100
118,2025,2,115027.42,110
118,2025,3,94621.38,81
118,2025,4,76939.58,89
118,2025,5,103844.04,118
118,2025,6,81927.14,110
118,2025,7,71735.45,130
118,2025,8,122413.34,173
118,2025,9,99268.15,112
118,2025,10,80012.12,52
122,2021,8,41316.68,22
122,2021,9,48699.69,37
122,2021,10,46594.35,32
122,2021,11,68674.41,42
122,2021,12,36651.4,24
122,2022,1,46845.89,32
122,2022,2,76316.45,46
122,2022,3,50820.89,32
122,2022,4,46203.08,34
122,2022,5,59202.68,44
122,2022,6,61763.59,32
122,2022,7,47146.91,33
122,2022,8,46942.67,42
122,2022,9,59152.25,37
122,2022,10,56288.81,39
122,2022,11,81371.98,44
122,2022,12,43621.98,34
122,2023,1,57262.64,41
122,2023,2,85169.55,44
122,2023,3,56405.94,35
122,2023,4,51819.73,40
122,2023,5,70704.35,48
122,2023,6,68190.44,32
122,2023,7,57972.07,24
122,2023,8,66906.64,27
122,2023,9,64697.52,38
122,2023,10,69254.82,45
122,2023,11,80154.47,54
122,2023,12,61564.0,63
122,2024,1,71168.7,50
122,2024,2,90474.09,71
122,2024,3,58105.7,69
122,2024,4,65320.76,74
122,2024,5,81474.06,106
122,2024,6,50462.29,85
122,2024,7,41093.62,95
122,2024,8,51411.3,113
122,2024,9,68332.1,91
122,2024,10,76007.7,110
122,2024,11,110042.14,125
122,2024,12,100873.86,94
122,2025,1,87776.03,106
122,2025,2,119041.69,128
122,2025,3,116230.67,104
122,2025,4,123336.48,96
122,2025,5,190059.72,133
122,2025,6,159716.73,105
122,2025,7,171562.91,108
122,2025,8,209606.46,135
122,2025,9,164346.75,107
122,2025,10,198630.35,55
129,2021,8,81945.24,51
129,2021,9,97385.83,76
129,2021,10,121068.31,73
129,2021,11,187477.42,112
129,2021,12,121511.02,83
129,2022,1,125109.52,79
129,2022,2,150771.19,99
129,2022,3,102481.02,69
129,2022,4,109800.11,74
129,2022,5,169951.01,98
129,2022,6,126082.26,85
129,2022,7,121468.44,83
129,2022,8,97543.48,94
129,2022,9,116200.72,82
129,2022,10,145306.63,83
129,2022,11,221721.61,111
129,2022,12,136337.47,83
129,2023,1,147182.84,75
129,2023,2,171522.49,105
129,2023,3,122492.43,78
129,2023,4,129088.24,80
129,2023,5,206116.37,97
129,2023,6,143959.31,65
129,2023,7,140322.52,53
129,2023,8,193498.14,63
129,2023,9,168799.41,56
129,2023,10,143663.95,71
129,2023,11,186420.69,100
129,2023,12,146297.3,103
129,2024,1,140688.15,80
129,2024,2,159073.75,109
129,2024,3,135801.98,76
129,2024,4,133898.1,72
129,2024,5,185144.69,95
129,2024,6,139598.85,92
129,2024,7,87970.16,81
129,2024,8,115080.55,104
129,2024,9,100260.95,84
129,2024,10,122474.04,77
129,2024,11,191768.62,97
129,2024,12,182993.57,86
129,2025,1,135100.04,76
129,2025,2,185293.57,99
129,2025,3,148078.57,79
129,2025,4,136621.55,69
129,2025,5,178805.7,95
129,2025,6,141886.5,106
129,2025,7,136574.12,104
129,2025,8,165900.99,133
129,2025,9,144585.5,97
129,2025,10,132777.5,40
149,2021,8,58153.89,41
149,2021,9,93016.82,67
149,2021,10,78773.54,65
149,2021,11,103156.62,83
149,2021,12,81770.74,73
149,2022,1,78570.39,65
149,2022,2,114374.02,86
149,2022,3,80797.33,75
149,2022,4,80604.39,67
149,2022,5,109285.21,90
149,2022,6,87704.01,74
149,2022,7,88813.85,67
149,2022,8,70060.98,84
149,2022,9,105249.74,61
149,2022,10,94615.32,68
149,2022,11,127400.66,85
149,2022,12,98951.55,68
149,2023,1,92466.99,70
149,2023,2,126334.34,83
149,2023,3,95279.72,67
149,2023,4,99283.45,70
149,2023,5,127223.09,84
149,2023,6,105241.66,56
149,2023,7,107443.22,46
149,2023,8,125989.46,54
149,2023,9,97462.75,54
149,2023,10,109754.9,69
149,2023,11,124543.57,96
149,2023,12,111816.89,92
149,2024,1,110006.38,60
149,2024,2,120118.75,91
149,2024,3,98390.54,68
149,2024,4,95171.85,78
149,2024,5,131800.17,96
149,2024,6,101552.58,75
149,2024,7,70511.65,80
149,2024,8,81295.01,90
149,2024,9,84265.73,83
149,2024,10,109170.18,82
149,2024,11,137382.18,95
149,2024,12,109564.93,76
149,2025,1,84346.23,80
149,2025,2,136548.63,97
149,2025,3,91399.59,75
149,2025,4,83143.28,80
149,2025,5,134728.38,99
149,2025,6,112759.61,84
149,2025,7,88396.57,103
149,2025,8,130405.25,116
149,2025,9,121167.65,83
149,2025,10,103295.71,40
164,2021,8,36139.65,22
164,2021,9,57643.23,37
164,2021,10,70299.56,37
164,2021,11,77000.22,40
164,2021,12,51628.28,31
164,2022,1,43068.54,29
164,2022,2,70029.92,43
164,2022,3,64074.97,31
164,2022,4,54886.94,31
164,2022,5,75778.16,40
164,2022,6,58476.77,32
164,2022,7,60609.32,36
164,2022,8,44354.47,38
164,2022,9,67843.47,33
164,2022,10,77327.08,31
164,2022,11,86330.34,44
164,2022,12,58742.08,35
164,2023,1,50922.9,44
164,2023,2,79362.11,49
164,2023,3,75880.62,34
164,2023,4,59887.78,38
164,2023,5,83559.09,56
164,2023,6,64440.04,35
164,2023,7,72680.16,27
164,2023,8,84969.62,38
164,2023,9,66268.26,31
164,2023,10,71566.82,42
164,2023,11,100278.39,60
164,2023,12,61255.99,62
164,2024,1,83555.46,55
164,2024,2,87445.71,64
164,2024,3,80377.74,58
164,2024,4,76846.66,60
164,2024,5,107214.66,93
164,2024,6,75109.78,78
164,2024,7,70918.46,68
164,2024,8,64376.58,86
164,2024,9,65013.77,88
164,2024,10,75261.8,81
164,2024,11,114165.76,118
164,2024,12,91249.16,81
164,2025,1,97550.74,93
164,2025,2,117784.5,105
164,2025,3,109069.34,86
164,2025,4,123079.75,81
164,2025,5,159285.17,109
164,2025,6,138048.4,94
164,2025,7,136415.38,102
164,2025,8,182737.85,126
164,2025,9,152134.76,92
164,2025,10,138633.47,50
170,2021,8,10828.89,5
170,2021,9,27543.69,15
170,2021,10,32651.73,16
170,2021,11,66483.49,33
170,2021,12,41500.47,22
170,2022,1,58491.02,25
170,2022,2,71067.53,35
170,2022,3,47882.36,21
170,2022,4,48739.26,27
170,2022,5,70522.64,40
170,2022,6,77565.83,41
170,2022,7,52190.06,37
170,2022,8,12648.82,44
170,2022,9,31486.9,38
170,2022,10,36152.38,39
170,2022,11,77254.77,66
170,2022,12,50868.42,52
170,2023,1,71393.19,47
170,2023,2,86791.36,76
170,2023,3,54104.83,53
170,2023,4,60554.01,53
170,2023,5,83576.77,70
170,2023,6,87677.03,54
170,2023,7,58142.43,37
170,2023,8,101625.81,43
170,2023,9,85721.58,53
170,2023,10,73563.38,49
170,2023,11,137383.96,75
170,2023,12,120612.21,75
170,2024,1,121328.73,63
170,2024,2,142084.25,81
170,2024,3,119317.69,60
170,2024,4,116928.86,57
170,2024,5,139080.21,78
170,2024,6,110714.6,60
170,2024,7,87092.05,63
170,2024,8,82123.66,88
170,2024,9,102516.55,64
170,2024,10,125438.9,82
170,2024,11,159045.26,96
170,2024,12,153752.07,70
170,2025,1,151923.93,69
170,2025,2,182076.44,93
170,2025,3,133809.41,74
170,2025,4,139070.15,75
170,2025,5,157871.36,99
170,2025,6,134584.41,88
170,2025,7,124102.65,92
170,2025,8,180233.62,114
170,2025,9,140789.09,77
170,2025,10,167811.6,34
177,2021,8,41958.52,27
177,2021,9,59991.98,41
177,2021,10,55292.82,44
177,2021,11,105375.4,52
177,2021,12,74429.74,45
177,2022,1,53325.87,36
177,2022,2,95270.42,48
177,2022,3,56783.25,40
177,2022,4,63047.65,47
177,2022,5,77508.85,50
177,2022,6,80736.86,41
177,2022,7,60410.29,34
177,2022,8,51405.15,53
177,2022,9,71818.32,35
177,2022,10,60869.05,44
177,2022,11,119956.53,46
177,2022,12,83604.44,38
177,2023,1,65343.74,40
177,2023,2,110859.15,54
177,2023,3,71128.54,44
177,2023,4,77278.73,37
177,2023,5,85277.7,47
177,2023,6,100745.8,41
177,2023,7,69383.95,32
177,2023,8,79296.46,32
177,2023,9,65029.29,36
177,2023,10,73289.64,41
177,2023,11,85289.13,55
177,2023,12,85957.58,65
177,2024,1,76961.32,52
177,2024,2,87348.48,61
177,2024,3,67056.72,57
177,2024,4,64787.38,47
177,2024,5,88860.25,76
177,2024,6,92183.78,65
177,2024,7,62980.14,62
177,2024,8,64594.07,90
177,2024,9,76134.04,71
177,2024,10,77381.69,65
177,2024,11,91748.41,92
177,2024,12,117966.89,72
177,2025,1,108277.19,69
177,2025,2,106155.14,93
177,2025,3,96987.17,72
177,2025,4,75648.08,77
177,2025,5,145656.31,97
177,2025,6,122790.58,69
177,2025,7,128374.73,96
177,2025,8,139550.81,120
177,2025,9,116938.43,84
177,2025,10,121699.57,37
178,2021,8,38414.75,18
178,2021,9,56426.53,30
178,2021,10,54816.36,34
178,2021,11,66382.27,45
178,2021,12,76873.4,37
178,2022,1,102584.47,44
178,2022,2,84060.82,53
178,2022,3,81995.99,40
178,2022,4,96116.42,52
178,2022,5,126230.82,57
178,2022,6,97735.8,52
178,2022,7,86622.01,48
178,2022,8,44373.43,53
178,2022,9,67226.28,51
178,2022,10,63504.9,49
178,2022,11,79515.35,64
178,2022,12,96345.18,50
178,2023,1,121365.4,55
178,2023,2,100422.64,69
178,2023,3,103616.55,60
178,2023,4,111277.79,52
178,2023,5,143771.75,75
178,2023,6,117217.79,50
178,2023,7,102512.91,42
178,2023,8,113271.45,50
178,2023,9,107422.38,50
178,2023,10,94320.43,59
178,2023,11,151881.42,77
178,2023,12,135164.06,89
178,2024,1,127184.97,80
178,2024,2,145641.6,89
178,2024,3,131517.41,75
178,2024,4,120318.69,75
178,2024,5,168803.33,100
178,2024,6,114581.76,72
178,2024,7,96870.09,74
178,2024,8,120694.79,93
178,2024,9,111392.76,76
178,2024,10,163450.04,82
178,2024,11,195786.01,107
178,2024,12,223329.54,86
178,2025,1,164683.97,88
178,2025,2,196768.01,108
178,2025,3,149017.25,75
178,2025,4,157640.98,79
178,2025,5,227416.54,105
178,2025,6,168044.57,92
178,2025,7,180125.17,98
178,2025,8,255730.44,128
178,2025,9,188581.54,92
178,2025,10,184412.2,35
182,2021,8,54031.48,45
182,2021,9,87215.21,69
182,2021,10,101785.48,78
182,2021,11,109921.51,85
182,2021,12,79259.7,62
182,2022,1,97916.11,69
182,2022,2,122058.44,87
182,2022,3,97237.8,77
182,2022,4,88760.73,71
182,2022,5,124309.53,90
182,2022,6,103226.55,80
182,2022,7,78537.94,67
182,2022,8,59940.59,84
182,2022,9,101290.59,77
182,2022,10,122677.85,76
182,2022,11,121220.02,94
182,2022,12,90524.87,66
182,2023,1,114247.47,70
182,2023,2,137166.37,93
182,2023,3,116181.02,72
182,2023,4,97148.73,83
182,2023,5,149773.07,86
182,2023,6,126514.82,63
182,2023,7,91189.08,42
182,2023,8,124786.27,59
182,2023,9,123900.63,54
182,2023,10,102198.46,70
182,2023,11,143749.72,80
182,2023,12,102592.04,75
182,2024,1,110941.83,58
182,2024,2,142484.7,69
182,2024,3,106372.59,40
182,2024,4,128232.63,37
182,2024,5,137375.64,45
182,2024,6,106876.7,41
182,2024,7,58068.98,40
182,2024,8,96734.02,40
182,2024,9,86564.32,29
182,2024,10,101975.57,20
182,2024,11,89576.73,28
182,2024,12,77789.57,26
182,2025,1,51928.23,22
182,2025,2,66108.85,30
182,2025,3,42875.19,16
182,2025,4,36190.75,17
182,2025,5,54045.31,24
182,2025,6,38669.18,26
182,2025,7,44907.4,44
182,2025,8,44893.94,51
182,2025,9,25307.63,35
182,2025,10,15686.7,3
184,2021,8,67100.81,57
184,2021,9,134305.79,93
184,2021,10,106219.83,101
184,2021,11,126918.24,114
184,2021,12,119808.67,89
184,2022,1,122017.71,94
184,2022,2,125201.48,118
184,2022,3,103672.46,95
184,2022,4,117393.41,101
184,2022,5,143035.04,113
184,2022,6,117003.5,94
184,2022,7,116405.92,91
184,2022,8,73893.89,125
184,2022,9,148573.3,88
184,2022,10,120858.34,109
184,2022,11,145712.2,115
184,2022,12,142188.35,97
184,2023,1,140452.74,96
184,2023,2,146496.27,120
184,2023,3,122921.76,92
184,2023,4,137193.09,88
184,2023,5,176150.66,122
184,2023,6,133749.97,83
184,2023,7,137651.98,60
184,2023,8,175367.65,87
184,2023,9,142881.6,82
184,2023,10,149061.08,94
184,2023,11,185556.79,120
184,2023,12,138953.88,137
184,2024,1,143275.05,98
184,2024,2,175242.92,137
184,2024,3,109905.68,94
184,2024,4,107708.6,106
184,2024,5,154245.26,136
184,2024,6,120483.76,101
184,2024,7,77804.07,112
184,2024,8,100685.47,135
184,2024,9,96837.47,109
184,2024,10,115550.57,107
184,2024,11,141888.79,134
184,2024,12,151972.42,107
184,2025,1,141184.25,112
184,2025,2,175775.4,151
184,2025,3,130967.74,114
184,2025,4,138763.32,103
184,2025,5,162888.48,145
184,2025,6,129148.98,132
184,2025,7,152133.42,134
184,2025,8,142976.61,173
184,2025,9,156103.31,107
184,2025,10,137799.57,57
192,2021,8,98588.61,58
192,2021,9,149916.02,91
192,2021,10,180393.63,91
192,2021,11,209723.16,112
192,2021,12,175038.44,91
192,2022,1,163835.58,81
192,2022,2,210724.45,113
192,2022,3,190137.49,91
192,2022,4,173449.82,83
192,2022,5,245367.79,122
192,2022,6,162193.43,90
192,2022,7,171204.15,83
192,2022,8,120949.47,104
192,2022,9,180550.16,95
192,2022,10,226551.17,83
192,2022,11,252106.19,110
192,2022,12,208309.27,80
192,2023,1,202028.07,84
192,2023,2,245390.55,116
192,2023,3,207333.56,96
192,2023,4,201785.11,94
192,2023,5,270117.92,111
192,2023,6,191146.18,71
192,2023,7,190742.69,59
192,2023,8,263338.14,72
192,2023,9,217048.96,80
192,2023,10,196083.21,98
192,2023,11,246263.69,125
192,2023,12,189799.44,122
192,2024,1,171084.63,86
192,2024,2,272716.12,112
192,2024,3,208502.41,88
192,2024,4,228674.69,91
192,2024,5,243831.71,108
192,2024,6,166849.51,86
192,2024,7,142113.63,89
192,2024,8,172156.37,122
192,2024,9,162863.97,84
192,2024,10,196570.35,98
192,2024,11,250715.46,119
192,2024,12,255013.56,94
192,2025,1,188640.4,96
192,2025,2,209267.95,112
192,2025,3,194600.33,87
192,2025,4,205894.4,93
192,2025,5,223197.58,124
192,2025,6,170503.63,110
192,2025,7,180191.18,137
192,2025,8,253790.5,158
192,2025,9,174691.79,112
192,2025,10,192629.35,43
199,2021,8,56794.69,31
199,2021,9,102876.72,63
199,2021,10,99045.72,53
199,2021,11,119989.57,62
199,2021,12,128005.26,56
199,2022,1,113259.92,49
199,2022,2,134715.46,70
199,2022,3,111490.86,62
199,2022,4,102234.24,53
199,2022,5,117144.57,65
199,2022,6,101931.64,60
199,2022,7,97867.74,51
199,2022,8,67031.59,72
199,2022,9,121199.16,62
199,2022,10,112181.17,56
199,2022,11,136913.73,73
199,2022,12,142272.87,56
199,2023,1,134655.78,50
199,2023,2,169764.05,74
199,2023,3,128558.29,52
199,2023,4,124263.62,55
199,2023,5,144866.5,68
199,2023,6,122698.18,53
199,2023,7,114775.38,37
199,2023,8,154034.94,53
199,2023,9,116426.25,53
199,2023,10,86006.56,59
199,2023,11,139879.59,78
199,2023,12,127878.86,90
199,2024,1,124226.17,71
199,2024,2,156481.9,83
199,2024,3,123336.51,74
199,2024,4,104458.5,68
199,2024,5,132249.09,91
199,2024,6,97217.92,68
199,2024,7,81371.5,79
199,2024,8,98684.08,97
199,2024,9,102995.98,74
199,2025,6,163618.26,10
199,2025,7,163935.13,22
199,2025,8,222089.3,28
199,2025,9,159428.61,9
200,2021,8,65008.51,46
200,2021,9,89903.66,73
200,2021,10,101572.7,84
200,2021,11,116789.55,100
200,2021,12,91000.86,77
200,2022,1,93936.95,78
200,2022,2,127640.13,100
200,2022,3,98057.79,86
200,2022,4,104507.42,80
200,2022,5,145575.87,97
200,2022,6,99839.48,72
200,2022,7,99666.52,83
200,2022,8,74161.03,93
200,2022,9,98244.65,82
200,2022,10,113577.31,81
200,2022,11,131449.18,94
200,2022,12,104602.04,76
200,2023,1,109564.42,79
200,2023,2,143015.83,98
200,2023,3,111058.63,81
200,2023,4,118415.89,82
200,2023,5,166325.39,92
200,2023,6,109826.21,65
200,2023,7,111919.47,53
200,2023,8,171314.03,65
200,2023,9,110206.7,80
200,2023,10,114131.35,89
200,2023,11,122435.36,90
200,2023,12,110016.09,102
200,2024,1,97943.72,71
200,2024,2,149846.39,83
200,2024,3,113062.16,67
200,2024,4,116336.14,62
200,2024,5,152334.27,74
200,2024,6,90337.07,58
200,2024,7,74386.39,45
200,2024,8,78257.13,60
200,2024,9,92146.94,45
200,2024,10,103183.15,38
200,2024,11,130944.47,50
200,2024,12,123996.04,34
200,2025,1,98674.9,39
200,2025,2,118359.65,51
200,2025,3,74199.4,38
200,2025,4,84296.38,37
200,2025,5,80799.24,48
200,2025,6,73900.65,53
200,2025,7,54538.12,68
200,2025,8,76202.66,77
200,2025,9,46734.95,53
200,2025,10,46841.33,19
201,2021,8,98232.56,53
201,2021,9,168779.96,81
201,2021,10,169254.9,85
201,2021,11,186796.51,101
201,2021,12,167879.68,92
201,2022,1,158270.28,93
201,2022,2,194483.31,107
201,2022,3,213548.13,94
201,2022,4,165094.93,88
201,2022,5,186769.37,106
201,2022,6,157173.96,79
201,2022,7,154643.68,78
201,2022,8,109435.5,99
201,2022,9,186524.16,84
201,2022,10,193866.36,100
201,2022,11,234393.79,113
201,2022,12,190808.83,89
201,2023,1,178197.06,82
201,2023,2,236779.53,111
201,2023,3,248317.41,90
201,2023,4,187915.23,81
201,2023,5,226864.98,108
201,2023,6,191097.57,67
201,2023,7,177281.16,67
201,2023,8,216322.42,70
201,2023,9,195029.09,76
201,2023,10,221150.54,78
201,2023,11,280902.09,106
